PLAYER_NAME,Season,Cut PPP,Cut FREQ,GP,Handoff PPP,Handoff FREQ,Isolation PPP,Isolation FREQ,Misc PPP,Misc FREQ,OffScreen PPP,OffScreen FREQ,Postup PPP,Postup FREQ,PRBallHandler PPP,PRBallHandler FREQ,PRRollman PPP,PRRollman FREQ,OffRebound PPP,OffRebound FREQ,Spotup PPP,Spotup FREQ,Transition PPP,Transition FREQ,Total Poss,MIN,POTENTIAL_AST,DRIVE_PASSES_PCT,PULL_UP_FG3_PCT,CATCH_SHOOT_FG_PCT,FG3A,USG_PCT,POTENTIAL_AST FREQ,Restricted Area FREQ,In The Paint (Non-RA) FREQ,Mid-Range FREQ,3P FREQ,Drives FREQ,PULL_UP FREQ,CATCH_SHOOT FREQ
Rudy Gay,2021-22,1.286,0.03,55,0.0,0.0,0.333,0.032,0.4,0.054,0.0,0.0,1.196,0.099,1.217,0.05,1.031,0.069,1.231,0.084,0.953,0.41,0.803,0.143,8.3,18.9,1.9,0.27,0.333,0.362,3.7,0.185,0.22891566265060237,0.37499999999999994,0.3125,0.3125,0.5362318840579711,0.19277108433734938,0.27536231884057966,0.463768115942029
Vit Krejci,2021-22,1.286,0.068,30,0.588,0.083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.727,0.16,0.0,0.0,0.0,0.0,1.026,0.379,0.857,0.17,6.000000000000001,23.0,4.2,0.624,0.353,0.317,3.3,0.125,0.7,0.5217391304347825,0.3913043478260869,0.08695652173913043,0.5892857142857143,0.7,0.16071428571428573,0.4821428571428572
Dillon Brooks,2021-22,1.2,0.024,33,1.014,0.116,0.717,0.097,0.696,0.037,0.971,0.056,0.913,0.037,0.814,0.226,0.0,0.0,1.294,0.027,1.065,0.173,1.023,0.206,18.7,27.7,4.4,0.179,0.288,0.353,4.7,0.283,0.23529411764705885,0.36134453781512604,0.37815126050420167,0.2605042016806723,0.28658536585365857,0.4705882352941177,0.4390243902439025,0.16463414634146345
Garrett Temple,2021-22,1.2,0.042,59,0.286,0.059,0.0,0.0,0.273,0.062,1.0,0.048,0.0,0.0,0.444,0.076,0.0,0.0,1.091,0.031,0.877,0.459,1.176,0.192,5.8,18.6,2.4,0.505,0.217,0.346,3.1,0.136,0.41379310344827586,0.5555555555555556,0.22222222222222227,0.22222222222222227,0.62,0.3103448275862069,0.2,0.54
T.J. McConnell,2021-22,1.125,0.065,27,1.25,0.065,0.0,0.0,0.467,0.061,0.0,0.0,0.0,0.0,0.982,0.445,0.0,0.0,0.0,0.0,0.882,0.138,0.769,0.158,8.6,24.2,10.3,0.594,0.375,0.286,1.2,0.157,1.1976744186046513,0.4153846153846154,0.3692307692307692,0.21538461538461537,0.15584415584415584,1.3255813953488373,0.3116883116883117,0.12987012987012986
Andre Iguodala,2021-22,1.0,0.114,31,0.0,0.0,0.0,0.0,0.381,0.133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.738,0.386,1.136,0.139,4.0,19.4,6.4,0.652,0.091,0.25,2.4,0.113,1.6,0.625,0.18749999999999997,0.18749999999999997,0.6153846153846154,0.2,0.12820512820512822,0.48717948717948717
Enes Freedom,2021-22,1.0,0.138,35,0.0,0.0,0.0,0.0,0.273,0.085,0.0,0.0,1.15,0.154,0.0,0.0,0.909,0.169,1.08,0.385,0.0,0.0,0.0,0.0,3.4,11.8,0.5,0.0,1.0,0.5,0.1,0.129,0.14705882352941177,0.7692307692307692,0.1923076923076923,0.038461538461538464,0.03571428571428572,0.029411764705882356,0.03571428571428572,0.07142857142857144
Dalano Banton,2021-22,0.857,0.076,64,0.357,0.051,1.053,0.069,0.636,0.12,0.0,0.0,0.0,0.0,0.558,0.189,0.0,0.0,1.043,0.084,0.7,0.182,0.841,0.229,4.3,10.9,3.3,0.506,0.385,0.2,0.8,0.159,0.7674418604651163,0.5416666666666667,0.2916666666666667,0.16666666666666669,0.25,0.5813953488372093,0.25,0.18749999999999997
Jae Crowder,2021-22,0.818,0.035,67,0.621,0.046,0.0,0.0,0.436,0.061,1.143,0.077,0.0,0.0,1.091,0.052,1.125,0.05,0.769,0.02,1.079,0.48,0.973,0.176,9.799999999999999,28.1,3.2,0.281,0.264,0.373,5.4,0.146,0.326530612244898,0.23076923076923075,0.3076923076923077,0.4615384615384615,0.6666666666666667,0.14285714285714288,0.22222222222222224,0.6419753086419754
Admiral Schofield,2021-22,1.545,0.072,38,1.364,0.072,0.0,0.0,0.0,0.085,0.0,0.0,0.0,0.0,0.0,0.0,0.643,0.092,0.0,0.0,0.917,0.471,1.2,0.098,3.5999999999999996,12.3,1.3,0.295,0.286,0.342,2.1,0.143,0.36111111111111116,0.5,0.4285714285714286,0.07142857142857144,0.6176470588235294,0.33333333333333337,0.05882352941176471,0.5588235294117647
Anfernee Simons,2021-22,1.545,0.012,57,1.048,0.066,0.755,0.154,0.563,0.05,0.607,0.029,0.0,0.0,1.035,0.358,0.0,0.0,0.0,0.0,1.269,0.21,1.019,0.11,16.0,29.5,8.4,0.361,0.337,0.478,7.8,0.244,0.525,0.3064516129032258,0.3064516129032258,0.38709677419354843,0.5571428571428572,0.475,0.5,0.2857142857142857
Joshua Primo,2021-22,1.308,0.037,50,0.774,0.088,0.8,0.028,0.222,0.051,0.0,0.0,0.0,0.0,0.796,0.153,0.0,0.0,1.083,0.034,0.868,0.365,0.8,0.212,6.9,19.3,3.5,0.503,0.313,0.298,2.7,0.152,0.5072463768115941,0.46428571428571436,0.35714285714285715,0.17857142857142858,0.5,0.5652173913043478,0.16666666666666666,0.4629629629629629
Facundo Campazzo,2021-22,1.133,0.038,65,0.8,0.05,1.25,0.06,0.341,0.111,0.0,0.0,0.0,0.0,0.649,0.28,0.0,0.0,0.0,0.0,0.943,0.267,1.077,0.164,5.9,18.2,6.6,0.648,0.266,0.32,3.0,0.143,1.11864406779661,0.5625,0.3125,0.125,0.6521739130434783,0.6440677966101694,0.28260869565217395,0.4347826086956522
KZ Okpala,2021-22,1.063,0.205,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.138,0.372,1.077,0.167,2.8000000000000003,11.6,1.6,0.655,0.0,0.346,1.2,0.141,0.5714285714285714,0.5909090909090908,0.3181818181818181,0.09090909090909091,0.36363636363636365,0.49999999999999994,0.030303030303030307,0.36363636363636365
Rodney McGruder,2021-22,0.708,0.092,51,0.786,0.054,0.0,0.0,0.0,0.038,1.143,0.054,0.0,0.0,0.364,0.042,0.0,0.0,1.143,0.054,1.404,0.418,1.018,0.211,4.7,14.8,1.8,0.406,0.278,0.426,2.9,0.142,0.3829787234042553,0.5625,0.25,0.18749999999999997,0.6590909090909091,0.2978723404255319,0.13636363636363635,0.5681818181818181
Delon Wright,2021-22,1.455,0.032,77,0.636,0.032,0.375,0.047,0.645,0.09,0.0,0.0,0.0,0.0,0.87,0.292,0.0,0.0,1.357,0.041,1.116,0.277,1.25,0.175,4.3,18.9,4.8,0.548,0.382,0.381,1.5,0.101,1.1162790697674418,0.5789473684210527,0.3157894736842105,0.10526315789473685,0.42857142857142855,0.8372093023255814,0.19999999999999998,0.31428571428571433
Jordan Nwora,2021-22,1.333,0.022,62,0.49,0.091,1.167,0.034,0.429,0.039,0.92,0.047,0.0,0.0,0.802,0.188,1.0,0.019,1.087,0.043,0.965,0.319,1.059,0.188,8.2,19.1,1.8,0.291,0.355,0.331,3.7,0.187,0.21951219512195125,0.4473684210526316,0.2105263157894737,0.34210526315789475,0.49333333333333335,0.34146341463414637,0.3333333333333333,0.36000000000000004
Theo Maledon,2021-22,1.333,0.028,51,1.0,0.045,0.947,0.045,0.545,0.026,0.786,0.033,0.0,0.0,0.795,0.207,0.0,0.0,0.636,0.026,0.781,0.398,1.038,0.184,7.9,17.8,4.5,0.433,0.378,0.261,2.9,0.201,0.5696202531645569,0.35294117647058826,0.5588235294117647,0.08823529411764706,0.46774193548387094,0.7721518987341771,0.20967741935483872,0.3548387096774194
Buddy Hield,2021-22,1.333,0.015,55,0.8,0.092,0.696,0.028,0.838,0.046,1.014,0.173,0.0,0.0,0.78,0.151,0.615,0.016,0.68,0.031,1.058,0.235,1.052,0.213,15.200000000000001,30.8,5.2,0.48,0.31,0.391,8.8,0.214,0.34210526315789475,0.4583333333333333,0.24999999999999994,0.29166666666666663,0.6470588235294118,0.36184210526315785,0.3455882352941177,0.4264705882352941
Davon Reed,2021-22,1.333,0.066,48,0.8,0.055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.045,0.12,0.0,0.0,0.0,0.0,1.141,0.464,1.455,0.18,3.5,13.9,2.1,0.455,0.353,0.443,1.8,0.117,0.6,0.3529411764705882,0.2941176470588235,0.3529411764705882,0.5294117647058824,0.31428571428571433,0.29411764705882354,0.4411764705882353
Kyrie Irving,2021-22,1.333,0.016,29,0.882,0.069,1.006,0.218,1.032,0.042,1.174,0.031,1.211,0.026,0.977,0.29,0.0,0.0,0.0,0.0,1.168,0.146,1.211,0.149,25.3,37.6,11.2,0.243,0.435,0.408,8.2,0.283,0.44268774703557306,0.21538461538461537,0.3692307692307692,0.4153846153846154,0.38679245283018865,0.47035573122529645,0.5141509433962265,0.19339622641509432
DeMarcus Cousins,2021-22,1.231,0.088,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.833,0.082,0.0,0.0,1.222,0.245,1.158,0.129,0.949,0.265,1.143,0.095,7.799999999999999,14.9,3.1,0.234,0.167,0.295,2.5,0.267,0.3974358974358975,0.7142857142857143,0.23809523809523808,0.047619047619047616,0.36764705882352944,0.25641025641025644,0.029411764705882356,0.36764705882352944
Amir Coffey,2021-22,1.143,0.025,69,1.114,0.078,0.826,0.041,0.727,0.039,1.455,0.02,0.0,0.0,0.874,0.155,0.0,0.0,0.917,0.021,1.094,0.36,1.38,0.244,7.800000000000001,22.7,3.2,0.33,0.286,0.387,3.7,0.154,0.41025641025641024,0.46875,0.34375,0.18749999999999997,0.5441176470588236,0.3974358974358974,0.1911764705882353,0.4558823529411765
Eric Bledsoe,2021-22,1.143,0.022,54,0.87,0.037,0.889,0.1,0.435,0.073,0.0,0.0,0.0,0.0,0.644,0.287,0.0,0.0,0.0,0.0,1.075,0.255,0.942,0.193,11.3,25.2,8.4,0.469,0.158,0.385,3.0,0.198,0.743362831858407,0.43859649122807015,0.2982456140350877,0.2631578947368421,0.3448275862068966,0.831858407079646,0.31034482758620696,0.21839080459770116
Reggie Perry,2021-22,1.067,0.16,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.048,0.223,1.083,0.128,0.412,0.181,1.462,0.138,8.6,18.7,3.3,0.0,0.0,0.316,1.6,0.222,0.38372093023255816,0.5079365079365079,0.3492063492063492,0.14285714285714285,0.20253164556962025,0.1627906976744186,0.11392405063291139,0.24050632911392403
Donte DiVincenzo,2021-22,1.0,0.101,17,0.0,0.0,0.0,0.0,0.571,0.088,0.0,0.0,0.0,0.0,0.741,0.17,0.0,0.0,0.0,0.0,0.783,0.289,0.643,0.176,7.6,23.9,4.8,0.567,0.278,0.36,5.2,0.187,0.631578947368421,0.5555555555555555,0.2962962962962963,0.14814814814814814,0.65,0.6052631578947368,0.2375,0.4875
Eric Gordon,2021-22,1.5,0.014,57,1.136,0.081,0.969,0.088,0.536,0.038,0.911,0.062,0.0,0.0,0.839,0.29,0.0,0.0,0.0,0.0,1.168,0.271,1.333,0.14,12.8,29.3,5.7,0.286,0.374,0.426,5.3,0.182,0.4453125,0.608695652173913,0.34782608695652173,0.043478260869565216,0.5353535353535354,0.6015625,0.22222222222222224,0.3333333333333333
Tomas Satoransky,2021-22,1.5,0.071,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.422,0.321,0.0,0.0,0.0,0.0,0.553,0.271,0.842,0.136,3.5,16.5,6.6,0.606,0.222,0.205,1.0,0.124,1.8857142857142857,0.4,0.36,0.24,0.2857142857142857,1.2857142857142858,0.2857142857142857,0.2285714285714286
Mamadi Diakite,2021-22,1.364,0.186,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.407,0.0,0.0,0.0,0.0,0.0,0.0,2.6,14.4,0.4,0.0,0.0,0.143,0.4,0.136,0.15384615384615385,0.5625,0.37499999999999994,0.0625,0.11111111111111112,0.038461538461538464,0.02777777777777778,0.1388888888888889
Elfrid Payton,2021-22,1.154,0.055,51,0.75,0.068,0.0,0.0,0.357,0.059,0.0,0.0,0.0,0.0,0.619,0.411,0.0,0.0,0.833,0.051,0.449,0.208,0.679,0.119,4.5,11.0,4.1,0.388,0.333,0.176,0.4,0.175,0.911111111111111,0.3939393939393939,0.48484848484848486,0.12121212121212122,0.1142857142857143,1.0222222222222221,0.17142857142857143,0.08571428571428572
R.J. Hampton,2021-22,1.154,0.022,64,0.579,0.096,0.964,0.047,0.529,0.057,0.0,0.0,0.0,0.0,0.467,0.228,0.0,0.0,1.091,0.019,1.018,0.282,1.0,0.238,9.100000000000001,21.9,6.1,0.456,0.208,0.4,2.9,0.18,0.6703296703296702,0.5116279069767441,0.3720930232558139,0.11627906976744184,0.4084507042253521,0.7362637362637362,0.18309859154929578,0.295774647887324
Danny Green,2021-22,1.071,0.038,62,0.727,0.03,0.0,0.0,0.281,0.086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.167,0.032,1.132,0.551,0.975,0.212,5.7,21.8,1.7,0.526,0.175,0.411,4.4,0.121,0.2982456140350877,0.5,0.25,0.25,0.8461538461538461,0.15789473684210525,0.15384615384615385,0.7115384615384616
CJ McCollum,2021-22,1.0,0.02,36,0.803,0.08,0.757,0.135,0.565,0.03,1.025,0.105,0.0,0.0,1.021,0.311,0.0,0.0,1.214,0.018,1.187,0.161,0.914,0.138,20.9,34.6,10.0,0.339,0.35,0.436,7.6,0.269,0.47846889952153115,0.247787610619469,0.3628318584070796,0.3893805309734513,0.40425531914893614,0.5358851674641149,0.5212765957446809,0.19148936170212766
Gary Trent Jr.,2021-22,0.882,0.014,70,1.0,0.091,1.0,0.076,0.784,0.041,1.16,0.081,0.0,0.0,0.871,0.226,1.5,0.008,1.182,0.009,1.091,0.257,1.102,0.191,16.999999999999996,35.0,3.9,0.236,0.346,0.408,7.8,0.212,0.2294117647058824,0.22077922077922077,0.3246753246753247,0.45454545454545453,0.5032258064516129,0.26470588235294124,0.4838709677419355,0.3032258064516129
Jaylen Nowell,2021-22,1.4,0.021,62,0.69,0.06,1.033,0.062,0.476,0.043,1.0,0.053,0.0,0.0,1.059,0.243,0.0,0.0,1.583,0.025,1.12,0.292,1.235,0.202,7.5,15.7,3.5,0.301,0.413,0.385,2.6,0.205,0.4666666666666667,0.4047619047619047,0.38095238095238093,0.21428571428571427,0.3880597014925373,0.5866666666666667,0.29850746268656714,0.2835820895522388
Dennis Schroder,2021-22,1.4,0.013,49,1.196,0.061,0.914,0.154,0.9,0.04,1.048,0.028,0.0,0.0,0.888,0.357,0.0,0.0,0.0,0.0,0.976,0.226,0.816,0.101,14.7,28.7,8.8,0.399,0.323,0.335,3.9,0.223,0.598639455782313,0.36000000000000004,0.32,0.32,0.34513274336283184,0.7278911564625851,0.34513274336283184,0.2566371681415929
Moses Moody,2021-22,1.273,0.052,52,1.727,0.052,0.0,0.0,0.4,0.048,0.69,0.138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.126,0.452,1.219,0.152,4.0,11.7,1.0,0.377,0.4,0.366,2.1,0.148,0.25,0.6,0.19999999999999998,0.19999999999999998,0.6,0.35,0.14285714285714285,0.5428571428571428
Trevor Ariza,2021-22,1.167,0.102,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.727,0.093,0.0,0.0,0.557,0.517,1.158,0.161,4.3,19.3,1.8,0.536,0.167,0.279,3.1,0.11,0.4186046511627907,0.9,0.1,0.0,0.7560975609756099,0.27906976744186046,0.07317073170731708,0.6829268292682927
Davis Bertans,2021-22,1.167,0.062,34,1.067,0.077,0.0,0.0,0.583,0.062,0.84,0.256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.171,0.359,0.818,0.113,4.9,14.4,0.9,0.571,0.348,0.34,4.1,0.165,0.18367346938775508,0.5000000000000001,0.375,0.12500000000000003,0.8367346938775508,0.18367346938775508,0.1020408163265306,0.7755102040816325
Wesley Matthews,2021-22,1.167,0.048,49,0.2,0.06,0.0,0.0,0.0,0.0,0.8,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.929,0.056,0.959,0.484,1.111,0.214,4.4,20.5,1.3,0.339,0.111,0.364,3.2,0.104,0.2954545454545454,0.6153846153846152,0.3076923076923076,0.0769230769230769,0.7111111111111111,0.2954545454545454,0.1111111111111111,0.6444444444444444
Marcus Morris Sr.,2021-22,1.077,0.016,54,1.17,0.058,0.981,0.189,0.5,0.042,1.097,0.038,0.979,0.174,0.833,0.088,1.286,0.017,0.9,0.012,1.113,0.26,0.965,0.106,15.5,29.0,3.6,0.244,0.277,0.39,5.1,0.228,0.23225806451612904,0.1038961038961039,0.33766233766233766,0.5584415584415584,0.39843749999999994,0.23870967741935484,0.47656249999999994,0.33593749999999994
Ignas Brazdeikis,2021-22,1.3,0.045,42,1.023,0.195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.917,0.109,0.0,0.0,1.182,0.05,0.91,0.305,0.9,0.182,4.699999999999999,12.8,2.1,0.493,0.267,0.319,2.1,0.172,0.44680851063829796,0.64,0.27999999999999997,0.08,0.4666666666666667,0.7446808510638299,0.13333333333333333,0.37777777777777777
Tyrese Maxey,2021-22,1.083,0.01,75,0.864,0.056,1.078,0.043,0.86,0.048,1.0,0.013,0.0,0.0,1.016,0.373,0.0,0.0,0.0,0.0,1.143,0.262,1.346,0.184,15.5,35.3,7.6,0.225,0.403,0.455,4.1,0.199,0.49032258064516127,0.44565217391304346,0.31521739130434784,0.23913043478260873,0.3082706766917293,0.5741935483870968,0.39097744360902253,0.16541353383458646
Svi Mykhailiuk,2021-22,1.083,0.043,56,0.929,0.1,0.0,0.0,0.0,0.0,0.619,0.075,0.0,0.0,0.871,0.11,0.0,0.0,0.818,0.039,0.89,0.324,1.071,0.249,4.3999999999999995,12.8,1.7,0.533,0.289,0.32,2.4,0.161,0.3863636363636364,0.5789473684210527,0.2105263157894737,0.2105263157894737,0.5714285714285714,0.4318181818181818,0.2619047619047619,0.42857142857142855
Josh Okogie,2021-22,1.0,0.088,49,0.0,0.0,0.0,0.0,0.833,0.081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.818,0.074,0.967,0.412,0.842,0.257,2.7,10.5,1.0,0.385,1.0,0.277,1.0,0.115,0.37037037037037035,0.9166666666666666,0.08333333333333333,0.0,0.47619047619047616,0.40740740740740744,0.0,0.47619047619047616
Tyus Jones,2021-22,1.0,0.021,73,0.961,0.082,0.882,0.054,0.889,0.043,0.0,0.0,0.0,0.0,0.819,0.379,0.0,0.0,0.0,0.0,1.135,0.25,1.229,0.154,8.4,21.2,8.1,0.295,0.304,0.412,2.8,0.164,0.9642857142857142,0.19148936170212766,0.574468085106383,0.23404255319148937,0.3684210526315789,0.6309523809523809,0.4473684210526316,0.3026315789473684
Alec Burks,2021-22,0.867,0.016,81,1.0,0.039,0.857,0.053,0.614,0.047,0.0,0.0,0.733,0.016,0.923,0.337,0.0,0.0,1.0,0.019,1.099,0.36,1.33,0.095,11.2,28.6,5.4,0.373,0.386,0.419,4.8,0.171,0.4821428571428572,0.35714285714285715,0.38095238095238093,0.2619047619047619,0.5333333333333333,0.5535714285714286,0.3888888888888889,0.34444444444444444
Paul Millsap,2021-22,1.2,0.096,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.389,0.173,0.875,0.154,0.9,0.288,0.0,0.0,3.2,11.4,1.6,0.311,0.0,0.243,1.1,0.158,0.5,0.5833333333333334,0.25,0.16666666666666669,0.31428571428571433,0.43749999999999994,0.05714285714285715,0.31428571428571433
Kelan Martin,2021-22,1.091,0.059,27,0.364,0.059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.045,0.117,0.0,0.0,0.0,0.0,0.885,0.415,1.176,0.181,5.8,15.0,1.5,0.361,0.133,0.333,2.5,0.18,0.25862068965517243,0.45454545454545453,0.2121212121212121,0.3333333333333333,0.43859649122807015,0.41379310344827586,0.3333333333333333,0.3508771929824561
Keon Johnson,2021-22,1.0,0.044,22,0.85,0.074,0.741,0.099,0.0,0.0,1.174,0.085,0.0,0.0,0.639,0.305,0.0,0.0,0.0,0.0,0.744,0.143,0.922,0.188,11.5,18.8,3.9,0.35,0.405,0.288,2.7,0.207,0.3391304347826087,0.5319148936170213,0.2765957446808511,0.19148936170212766,0.36486486486486486,0.4434782608695652,0.3243243243243243,0.21621621621621623
Fred VanVleet,2021-22,0.923,0.01,65,0.942,0.089,0.764,0.094,0.547,0.056,1.031,0.048,0.0,0.0,0.928,0.349,1.304,0.017,1.067,0.011,1.198,0.153,1.03,0.173,20.8,37.9,13.0,0.577,0.331,0.433,9.9,0.233,0.625,0.2857142857142857,0.3,0.41428571428571426,0.5857988165680474,0.625,0.5207100591715977,0.2781065088757397
Evan Fournier,2021-22,0.632,0.017,80,1.041,0.111,0.758,0.03,0.31,0.026,0.817,0.098,0.0,0.0,0.867,0.203,0.0,0.0,0.75,0.014,1.178,0.355,1.157,0.138,13.3,29.5,4.2,0.401,0.349,0.401,7.7,0.201,0.3157894736842105,0.3023255813953488,0.3720930232558139,0.3255813953488371,0.6363636363636364,0.37593984962406013,0.38842975206611574,0.4132231404958678
Patrick Williams,2021-22,1.1,0.074,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.938,0.118,0.0,0.0,0.0,0.0,1.52,0.368,0.958,0.176,5.800000000000001,24.8,2.1,0.265,0.5,0.481,1.7,0.139,0.3620689655172413,0.3953488372093023,0.2558139534883721,0.3488372093023256,0.2833333333333333,0.49999999999999994,0.35000000000000003,0.26666666666666666
Collin Sexton,2021-22,1.1,0.051,11,0.786,0.071,1.053,0.097,0.0,0.0,1.0,0.051,0.0,0.0,0.681,0.24,0.0,0.0,1.182,0.056,0.718,0.199,1.25,0.184,17.0,28.8,5.9,0.344,0.25,0.226,4.1,0.264,0.3470588235294118,0.5,0.3229166666666667,0.17708333333333334,0.2992700729927007,0.6705882352941177,0.25547445255474455,0.20437956204379562
Kent Bazemore,2021-22,0.769,0.076,39,0.0,0.0,0.0,0.0,0.2,0.059,0.0,0.0,0.0,0.0,0.471,0.1,0.0,0.0,0.0,0.0,0.863,0.429,1.063,0.188,3.7,14.0,1.5,0.421,0.471,0.333,2.1,0.128,0.4054054054054054,0.43749999999999994,0.25,0.3125,0.5833333333333334,0.27027027027027023,0.25,0.4722222222222222
Semi Ojeleye,2021-22,0.9,0.123,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.759,0.358,0.786,0.173,2.5999999999999996,13.5,0.9,0.179,0.429,0.255,1.7,0.126,0.3461538461538462,0.25,0.625,0.125,0.5151515151515151,0.3461538461538462,0.21212121212121213,0.4848484848484849
James Bouknight,2021-22,0.75,0.071,30,0.429,0.083,0.563,0.095,0.0,0.0,0.0,0.0,0.0,0.0,0.792,0.143,0.0,0.0,1.0,0.071,1.103,0.232,0.865,0.22,5.1000000000000005,9.8,1.5,0.321,0.364,0.333,1.6,0.226,0.2941176470588235,0.6176470588235294,0.29411764705882354,0.08823529411764706,0.35555555555555557,0.5294117647058824,0.24444444444444446,0.2
Paul George,2021-22,0.818,0.013,31,1.061,0.04,0.827,0.169,0.923,0.047,1.068,0.072,1.021,0.058,0.831,0.358,0.0,0.0,0.0,0.0,1.221,0.094,0.757,0.14,26.5,34.8,10.4,0.401,0.325,0.439,8.3,0.329,0.39245283018867927,0.3032786885245902,0.2377049180327869,0.45901639344262296,0.40487804878048783,0.5056603773584906,0.5560975609756098,0.1804878048780488
Taurean Prince,2021-22,0.6,0.032,69,1.2,0.042,1.5,0.021,0.421,0.04,0.95,0.042,0.0,0.0,0.667,0.051,1.125,0.034,0.462,0.027,1.185,0.433,1.116,0.273,6.5,17.1,1.9,0.339,0.313,0.381,3.3,0.166,0.29230769230769227,0.5,0.2916666666666667,0.20833333333333334,0.5789473684210525,0.27692307692307694,0.17543859649122806,0.5087719298245613
Duane Washington Jr.,2021-22,0.8,0.02,48,0.857,0.069,0.72,0.049,0.429,0.041,0.784,0.073,0.0,0.0,0.784,0.19,0.571,0.027,0.0,0.0,1.157,0.325,0.97,0.198,10.7,20.2,2.9,0.293,0.281,0.406,4.5,0.214,0.2710280373831776,0.47826086956521746,0.28260869565217395,0.23913043478260873,0.5056179775280899,0.4485981308411215,0.2696629213483146,0.37078651685393255
Patrick Beverley,2021-22,0.8,0.018,59,1.0,0.018,0.805,0.072,0.667,0.095,0.0,0.0,0.0,0.0,0.832,0.251,0.0,0.0,1.043,0.04,1.082,0.343,0.902,0.144,9.500000000000002,25.4,8.4,0.476,0.25,0.39,4.2,0.158,0.8842105263157893,0.42424242424242425,0.4545454545454546,0.12121212121212123,0.56,0.5999999999999999,0.26666666666666666,0.36000000000000004
Ricky Rubio,2021-22,0.455,0.02,34,0.844,0.059,1.118,0.031,0.39,0.075,0.962,0.048,0.0,0.0,0.786,0.369,0.0,0.0,0.0,0.0,0.91,0.204,0.747,0.182,16.0,28.5,14.0,0.515,0.358,0.34,5.1,0.234,0.875,0.391304347826087,0.30434782608695654,0.30434782608695654,0.4214876033057851,0.7875,0.4297520661157025,0.2396694214876033
Patty Mills,2021-22,0.0,0.0,81,1.02,0.171,0.538,0.029,0.463,0.046,0.967,0.101,0.0,0.0,0.644,0.098,1.208,0.027,0.0,0.0,1.208,0.352,1.13,0.156,10.7,29.0,3.8,0.605,0.333,0.424,7.0,0.16,0.35514018691588783,0.27586206896551724,0.13793103448275862,0.5862068965517241,0.7142857142857142,0.2429906542056075,0.33673469387755095,0.5612244897959183
Jalen Brunson,2021-22,0.0,0.0,79,1.057,0.072,0.947,0.124,0.771,0.058,1.077,0.021,1.1,0.025,1.056,0.324,1.0,0.009,0.0,0.0,1.137,0.241,1.088,0.113,14.8,31.9,10.1,0.417,0.313,0.416,3.2,0.215,0.6824324324324323,0.27083333333333337,0.4166666666666667,0.3125,0.25,0.9189189189189189,0.40625,0.17968749999999997
Donovan Mitchell,2021-22,0.0,0.0,67,0.874,0.056,1.039,0.09,0.782,0.032,0.922,0.038,0.0,0.0,1.032,0.475,0.0,0.0,1.44,0.015,1.046,0.141,0.996,0.145,25.2,33.8,10.1,0.323,0.356,0.349,9.8,0.322,0.4007936507936508,0.3796296296296296,0.40740740740740744,0.21296296296296294,0.4780487804878049,0.6031746031746031,0.4634146341463415,0.175609756097561
Seth Curry,2021-22,0.0,0.0,45,1.3,0.095,0.667,0.019,0.467,0.047,0.918,0.078,0.0,0.0,0.986,0.335,0.0,0.0,0.0,0.0,1.0,0.261,1.363,0.144,13.7,33.3,6.4,0.502,0.348,0.47,5.8,0.182,0.4671532846715329,0.14035087719298245,0.22807017543859648,0.631578947368421,0.5043478260869565,0.3576642335766424,0.5217391304347826,0.3391304347826087
