PLAYER_NAME,Season,DEF Handoff PPP,DEF Handoff FREQ,GP,DEF Isolation PPP,DEF Isolation FREQ,DEF OffScreen PPP,DEF OffScreen FREQ,DEF Postup PPP,DEF Postup FREQ,DEF PRBallHandler PPP,DEF PRBallHandler FREQ,DEF PRRollman PPP,DEF PRRollman FREQ,DEF Spotup PPP,DEF Spotup FREQ,FREQ 3 Pointers,PLUSMINUS 3 Pointers,FREQ Less Than 6Ft,PLUSMINUS Less Than 6Ft,FREQ Less Than 10Ft,PLUSMINUS Less Than 10Ft,MIN,DEFLECTIONS,PCT_LOOSE_BALLS_RECOVERED_DEF,REB_CONTEST_PCT,AVG_REB_DIST,DIST_MILES_DEF,AVG_SPEED_DEF,DEFLECTIONS Per36
Svi Mykhailiuk,2021-22,1.3,0.047,56,0.857,0.066,0.667,0.057,0.0,0.0,0.852,0.255,0.0,0.0,1.214,0.462,0.449,0.018,0.361,-0.035,0.427,-0.047,12.8,0.84,0.588,0.217,8.5,0.48,4.17,2.3625
Jonas Valanciunas,2021-22,0.867,0.012,74,1.069,0.047,1.467,0.012,0.984,0.052,1.167,0.01,0.922,0.083,0.931,0.142,0.238,0.018,0.342,-0.007,0.452,-0.023,30.3,0.99,0.435,0.438,3.8,0.98,3.72,1.1762376237623764
Domantas Sabonis,2021-22,0.765,0.025,47,0.922,0.111,0.0,0.0,0.875,0.035,1.0,0.03,1.222,0.065,0.819,0.216,0.245,-0.027,0.418,-0.016,0.524,-0.019,34.4,1.5,0.419,0.387,4.5,1.19,3.94,1.5697674418604652
Domantas Sabonis,2021-22,0.0,0.0,15,1.048,0.076,0.0,0.0,0.947,0.069,0.0,0.0,0.741,0.097,0.727,0.119,0.245,-0.027,0.418,-0.016,0.524,-0.019,34.4,1.5,0.419,0.387,4.5,1.19,3.94,1.5697674418604652
Terence Davis,2021-22,0.542,0.132,30,0.882,0.093,0.0,0.0,0.0,0.0,0.81,0.319,0.0,0.0,1.469,0.269,0.382,-0.047,0.412,0.016,0.482,0.036,17.9,1.33,0.538,0.304,6.7,0.64,3.91,2.6748603351955307
Lou Williams,2021-22,0.542,0.099,56,0.0,0.0,0.875,0.066,0.0,0.0,0.753,0.302,0.0,0.0,0.898,0.364,0.445,-0.043,0.362,0.038,0.406,0.032,14.3,0.96,0.611,0.184,9.1,0.43,3.5,2.416783216783217
Josh Green,2021-22,0.394,0.088,67,1.069,0.077,1.0,0.064,1.0,0.034,0.779,0.385,1.0,0.04,1.009,0.284,0.336,-0.016,0.34,0.013,0.467,0.029,15.5,1.24,0.367,0.242,8.9,0.62,4.55,2.88
Justin Robinson,2021-22,1.4,0.133,17,0.0,0.0,0.0,0.0,0.0,0.0,1.111,0.36,0.0,0.0,1.25,0.267,0.333,0.032,0.342,0.075,0.514,0.026,12.1,0.72,0.25,0.048,10.2,0.47,4.24,2.1421487603305787
Justin Robinson,2021-22,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.37,0.333,0.032,0.342,0.075,0.514,0.026,12.1,0.72,0.25,0.048,10.2,0.47,4.24,2.1421487603305787
Larry Nance Jr.,2021-22,1.167,0.039,37,1.082,0.16,0.941,0.055,0.8,0.033,1.174,0.075,0.0,0.0,0.893,0.274,0.354,-0.003,0.394,0.09,0.479,0.081,22.6,1.98,0.412,0.347,6.1,0.78,3.88,3.1539823008849552
Larry Nance Jr.,2021-22,0.0,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.609,0.426,0.354,-0.003,0.394,0.09,0.479,0.081,22.6,1.98,0.412,0.347,6.1,0.78,3.88,3.1539823008849552
Danuel House Jr.,2021-22,1.167,0.145,17,0.0,0.0,0.0,0.0,0.0,0.0,1.053,0.229,0.0,0.0,0.885,0.313,0.402,0.013,0.303,0.0,0.376,0.0,17.3,0.98,0.476,0.225,8.4,0.63,4.15,2.039306358381503
Danuel House Jr.,2021-22,0.889,0.089,25,1.294,0.084,0.895,0.094,1.6,0.049,1.06,0.414,0.0,0.0,0.894,0.232,0.402,0.013,0.303,0.0,0.376,0.0,17.3,0.98,0.476,0.225,8.4,0.63,4.15,2.039306358381503
JaMychal Green,2021-22,1.077,0.034,67,1.323,0.08,0.0,0.0,1.048,0.054,0.714,0.054,0.231,0.034,0.906,0.33,0.344,-0.01,0.376,0.069,0.476,0.078,16.2,1.18,0.8,0.406,5.2,0.55,3.91,2.6222222222222222
Marvin Bagley III,2021-22,1.077,0.049,30,0.667,0.124,1.308,0.049,0.684,0.071,0.704,0.101,1.0,0.056,0.837,0.345,0.431,-0.005,0.315,-0.027,0.407,-0.052,23.9,0.63,0.476,0.42,4.7,0.88,4.14,0.9489539748953976
Marvin Bagley III,2021-22,0.0,0.0,18,0.816,0.186,0.0,0.0,0.889,0.088,0.0,0.0,0.0,0.0,1.06,0.245,0.431,-0.005,0.315,-0.027,0.407,-0.052,23.9,0.63,0.476,0.42,4.7,0.88,4.14,0.9489539748953976
Matt Thomas,2021-22,0.933,0.101,40,0.0,0.0,0.692,0.087,0.0,0.0,0.833,0.201,0.0,0.0,0.915,0.396,0.315,-0.062,0.4,-0.04,0.515,-0.067,11.5,0.3,0.667,0.14,8.4,0.42,4.16,0.9391304347826086
Brandon Goodwin,2021-22,0.875,0.087,36,1.067,0.082,0.0,0.0,0.0,0.0,0.917,0.459,0.0,0.0,0.907,0.295,0.333,-0.008,0.322,-0.025,0.432,-0.03,13.9,1.22,0.571,0.209,9.3,0.48,3.98,3.159712230215827
P.J. Washington,2021-22,0.824,0.025,65,1.038,0.117,0.5,0.024,0.973,0.111,0.927,0.061,1.24,0.037,1.055,0.322,0.347,-0.013,0.401,-0.015,0.49,-0.025,27.2,2.12,0.688,0.421,5.5,0.94,3.77,2.8058823529411763
Obi Toppin,2021-22,0.778,0.047,72,0.972,0.094,0.0,0.0,0.75,0.031,0.875,0.063,1.391,0.06,0.881,0.418,0.444,-0.033,0.335,-0.054,0.399,-0.033,17.1,0.71,0.56,0.287,5.7,0.63,4.06,1.494736842105263
Isaiah Joe,2021-22,0.737,0.086,55,0.417,0.054,0.667,0.068,0.0,0.0,0.987,0.347,0.0,0.0,1.125,0.36,0.381,0.009,0.374,-0.008,0.444,0.02,11.1,0.47,0.583,0.089,8.4,0.42,4.23,1.5243243243243243
Josh Okogie,2021-22,0.7,0.095,49,0.941,0.081,0.789,0.09,0.8,0.047,0.7,0.237,0.0,0.0,1.195,0.365,0.428,0.04,0.344,-0.082,0.423,-0.098,10.5,1.12,0.35,0.357,8.0,0.42,4.26,3.8400000000000003
Jordan McLaughlin,2021-22,0.609,0.072,62,0.926,0.085,1.4,0.063,1.083,0.038,0.946,0.408,0.0,0.0,1.362,0.295,0.326,0.021,0.363,-0.009,0.497,-0.016,14.5,1.77,0.652,0.255,8.7,0.55,4.05,4.39448275862069
Josh Giddey,2021-22,0.56,0.05,54,0.795,0.089,0.857,0.042,0.889,0.054,0.671,0.171,1.05,0.04,0.848,0.452,0.368,-0.052,0.443,-0.043,0.522,-0.04,31.5,1.35,0.351,0.287,6.0,1.08,3.88,1.542857142857143
Greg Brown III,2021-22,1.25,0.051,48,1.55,0.085,1.083,0.051,1.182,0.047,0.476,0.089,0.0,0.0,0.938,0.475,0.453,0.008,0.374,0.059,0.457,0.091,13.3,0.69,0.308,0.363,6.1,0.5,4.07,1.8676691729323307
David Duke Jr.,2021-22,0.938,0.117,22,1.1,0.073,0.0,0.0,0.0,0.0,0.944,0.394,0.0,0.0,1.081,0.27,0.388,-0.054,0.336,0.027,0.466,-0.001,15.5,1.32,0.5,0.507,7.6,0.58,4.2,3.0658064516129033
Caris LeVert,2021-22,0.833,0.105,19,0.0,0.0,0.8,0.058,0.0,0.0,0.746,0.343,0.0,0.0,1.516,0.36,0.395,0.014,0.337,0.055,0.43,0.034,30.7,1.55,0.5,0.257,8.1,1.0,3.68,1.8175895765472314
Caris LeVert,2021-22,1.4,0.081,39,0.552,0.078,0.842,0.051,1.44,0.068,0.906,0.316,1.818,0.03,1.059,0.322,0.395,0.014,0.337,0.055,0.43,0.034,30.7,1.55,0.5,0.257,8.1,1.0,3.68,1.8175895765472314
Jeremy Lamb,2021-22,0.714,0.106,39,1.2,0.076,0.214,0.071,0.0,0.0,0.932,0.222,0.0,0.0,0.75,0.384,0.365,-0.063,0.419,0.056,0.496,0.068,16.7,1.13,0.688,0.253,6.2,0.55,3.77,2.435928143712575
Jeremy Lamb,2021-22,0.0,0.0,17,0.0,0.0,0.0,0.0,0.0,0.0,0.793,0.315,0.0,0.0,1.033,0.326,0.365,-0.063,0.419,0.056,0.496,0.068,16.7,1.13,0.688,0.253,6.2,0.55,3.77,2.435928143712575
Alekesej Pokusevski,2021-22,0.714,0.047,61,0.8,0.056,0.667,0.054,1.182,0.025,0.774,0.119,1.083,0.054,0.976,0.471,0.399,-0.028,0.411,-0.033,0.475,-0.016,20.2,1.18,0.619,0.296,5.4,0.68,3.82,2.102970297029703
Derrick Rose,2021-22,0.682,0.095,26,1.143,0.061,0.417,0.052,0.0,0.0,0.64,0.385,0.0,0.0,1.114,0.303,0.391,-0.06,0.327,-0.088,0.415,-0.109,24.5,1.27,0.381,0.269,9.6,0.86,3.94,1.866122448979592
Rudy Gobert,2021-22,1.143,0.011,66,0.966,0.071,1.5,0.008,0.647,0.027,1.083,0.01,0.768,0.076,0.792,0.157,0.249,-0.012,0.345,-0.13,0.458,-0.11,32.1,1.32,0.393,0.397,3.9,1.09,3.82,1.480373831775701
Brandon Clarke,2021-22,1.067,0.033,64,1.107,0.123,1.154,0.029,0.481,0.059,0.923,0.057,0.933,0.033,1.028,0.313,0.341,0.025,0.403,-0.082,0.491,-0.081,19.5,1.2,0.543,0.491,5.1,0.71,4.11,2.215384615384615
Tony Snell,2021-22,1.067,0.074,38,0.682,0.109,0.0,0.0,1.077,0.064,1.034,0.144,1.083,0.059,0.967,0.45,0.432,0.003,0.33,0.043,0.42,0.048,15.5,0.79,0.467,0.243,8.2,0.52,3.76,1.8348387096774195
Tony Snell,2021-22,0.0,0.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.741,0.265,0.0,0.0,1.125,0.471,0.432,0.003,0.33,0.043,0.42,0.048,15.5,0.79,0.467,0.243,8.2,0.52,3.76,1.8348387096774195
Rui Hachimura,2021-22,1.0,0.054,42,1.275,0.135,1.429,0.047,0.941,0.057,0.644,0.152,1.273,0.037,1.287,0.318,0.398,0.086,0.341,0.013,0.404,0.018,22.5,0.9,0.421,0.263,6.4,0.74,3.78,1.44
Bryn Forbes,2021-22,1.0,0.098,35,1.286,0.085,0.0,0.0,0.0,0.0,1.162,0.226,0.0,0.0,1.0,0.396,0.43,0.026,0.345,0.024,0.446,0.018,17.1,0.51,0.464,0.161,10.7,0.57,3.81,1.0736842105263158
Bryn Forbes,2021-22,0.941,0.094,40,0.571,0.078,0.0,0.0,0.0,0.0,0.795,0.244,0.0,0.0,0.943,0.389,0.43,0.026,0.345,0.024,0.446,0.018,17.1,0.51,0.464,0.161,10.7,0.57,3.81,1.0736842105263158
Jaylen Nowell,2021-22,1.0,0.056,62,1.13,0.08,1.0,0.077,0.0,0.0,0.806,0.233,0.0,0.0,1.053,0.456,0.399,-0.008,0.371,0.066,0.469,0.038,15.7,0.69,0.5,0.211,8.2,0.58,3.95,1.5821656050955413
Frank Ntilikina,2021-22,0.941,0.075,58,0.88,0.11,0.3,0.044,0.0,0.0,0.769,0.342,0.0,0.0,0.8,0.329,0.337,-0.118,0.365,-0.044,0.498,-0.073,11.8,0.71,0.385,0.177,10.8,0.41,3.97,2.166101694915254
Max Strus,2021-22,0.889,0.034,68,0.91,0.148,0.889,0.034,0.969,0.061,0.556,0.102,1.583,0.023,0.955,0.508,0.445,-0.01,0.314,0.006,0.384,0.023,23.3,0.84,0.581,0.238,8.1,0.8,3.87,1.2978540772532188
Jalen McDaniels,2021-22,0.8,0.054,55,1.364,0.06,0.947,0.052,1.167,0.049,1.054,0.152,0.0,0.0,1.016,0.508,0.462,0.011,0.37,-0.052,0.422,-0.009,16.3,0.98,0.5,0.293,6.6,0.59,4.01,2.1644171779141104
Jose Alvarado,2021-22,0.571,0.096,54,0.688,0.055,0.563,0.055,0.737,0.065,0.76,0.341,0.0,0.0,1.043,0.317,0.452,-0.027,0.293,0.056,0.378,0.038,15.4,2.02,0.44,0.172,9.4,0.61,4.33,4.722077922077922
Torrey Craig,2021-22,0.552,0.068,51,1.0,0.107,0.793,0.068,0.857,0.065,1.079,0.297,0.0,0.0,1.043,0.271,0.352,-0.017,0.362,-0.02,0.452,-0.016,20.5,0.94,0.594,0.316,6.3,0.75,4.16,1.650731707317073
Torrey Craig,2021-22,1.5,0.072,27,1.25,0.054,1.0,0.067,0.0,0.0,0.923,0.291,0.0,0.0,1.026,0.35,0.352,-0.017,0.362,-0.02,0.452,-0.016,20.5,0.94,0.594,0.316,6.3,0.75,4.16,1.650731707317073
Jalen Smith,2021-22,1.7,0.05,22,1.03,0.165,0.0,0.0,1.0,0.065,0.0,0.0,0.0,0.0,1.093,0.27,0.29,-0.008,0.409,-0.055,0.522,-0.043,18.1,0.33,0.4,0.396,4.5,0.64,4.0,0.656353591160221
Jalen Smith,2021-22,0.0,0.0,29,0.677,0.172,0.0,0.0,1.083,0.067,0.0,0.0,0.0,0.0,0.722,0.2,0.29,-0.008,0.409,-0.055,0.522,-0.043,18.1,0.33,0.4,0.396,4.5,0.64,4.0,0.656353591160221
Mo Bamba,2021-22,1.308,0.014,71,0.957,0.078,1.333,0.017,0.93,0.048,1.0,0.017,1.256,0.043,1.164,0.237,0.316,-0.023,0.393,-0.061,0.456,-0.056,25.7,1.01,0.545,0.369,4.2,0.88,3.88,1.4147859922178987
Andre Iguodala,2021-22,1.308,0.065,31,0.867,0.075,0.0,0.0,0.25,0.06,0.836,0.307,0.0,0.0,0.885,0.307,0.333,-0.117,0.364,-0.053,0.476,-0.046,19.4,1.81,0.467,0.371,7.9,0.65,3.71,3.3587628865979386
Lindy Waters III,2021-22,1.214,0.096,24,0.0,0.0,0.867,0.103,0.0,0.0,0.69,0.199,0.0,0.0,1.191,0.466,0.44,0.085,0.341,-0.096,0.429,-0.089,18.6,1.08,0.75,0.247,8.1,0.65,3.98,2.0903225806451613
Jevon Carter,2021-22,1.133,0.084,46,0.833,0.067,0.0,0.0,1.154,0.073,0.789,0.318,0.0,0.0,0.484,0.358,0.365,-0.035,0.381,0.009,0.443,0.038,13.7,1.15,0.607,0.109,10.5,0.54,4.26,3.0218978102189777
Jevon Carter,2021-22,0.0,0.0,20,0.0,0.0,0.6,0.088,0.0,0.0,1.109,0.487,0.0,0.0,1.591,0.195,0.365,-0.035,0.381,0.009,0.443,0.038,13.7,1.15,0.607,0.109,10.5,0.54,4.26,3.0218978102189777
John Collins,2021-22,1.063,0.025,54,1.148,0.084,1.208,0.038,0.895,0.059,0.816,0.077,0.848,0.052,1.181,0.328,0.358,0.04,0.378,-0.035,0.461,-0.034,30.8,1.07,0.462,0.415,4.4,1.05,3.84,1.2506493506493508
Eric Paschall,2021-22,1.0,0.073,58,0.727,0.19,1.0,0.06,0.4,0.043,0.878,0.211,0.0,0.0,1.208,0.207,0.376,0.03,0.297,0.109,0.394,0.046,12.7,0.41,0.389,0.368,6.8,0.45,4.03,1.1622047244094489
Moses Moody,2021-22,0.944,0.097,52,1.5,0.076,0.417,0.065,0.0,0.0,0.5,0.227,0.0,0.0,1.125,0.346,0.439,-0.044,0.348,-0.061,0.434,-0.068,11.7,0.5,0.462,0.347,7.8,0.38,3.78,1.5384615384615385
Draymond Green,2021-22,0.895,0.04,46,1.08,0.053,1.7,0.021,0.667,0.063,1.0,0.116,1.0,0.065,0.936,0.359,0.373,0.003,0.296,-0.088,0.388,-0.094,28.9,2.46,0.553,0.339,5.7,0.92,3.48,3.0643598615916954
Lonzo Ball,2021-22,0.472,0.071,35,1.424,0.065,1.375,0.063,1.118,0.067,0.752,0.408,0.0,0.0,1.038,0.263,0.352,0.045,0.403,-0.061,0.476,-0.037,34.6,3.2,0.615,0.284,8.4,1.2,3.81,3.329479768786127
Bobby Portis,2021-22,1.059,0.021,72,0.943,0.128,0.0,0.0,0.911,0.068,1.417,0.029,1.016,0.078,0.751,0.268,0.355,-0.053,0.375,-0.058,0.454,-0.045,28.2,1.61,0.367,0.399,5.0,1.02,3.91,2.0553191489361704
Zavier Simpson,2021-22,1.727,0.196,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.446,0.0,0.0,0.923,0.232,0.432,0.141,0.257,0.039,0.405,-0.076,43.5,2.25,0.75,0.143,11.6,1.39,3.77,1.8620689655172413
Seth Curry,2021-22,1.188,0.091,19,0.722,0.103,0.0,0.0,0.778,0.103,0.843,0.291,0.0,0.0,1.154,0.297,0.397,-0.023,0.304,0.027,0.386,0.025,33.3,1.78,0.588,0.125,10.5,1.04,3.68,1.9243243243243247
Seth Curry,2021-22,0.947,0.083,45,0.733,0.066,1.0,0.068,0.938,0.035,0.843,0.334,0.941,0.037,1.053,0.33,0.397,-0.023,0.304,0.027,0.386,0.025,33.3,1.78,0.588,0.125,10.5,1.04,3.68,1.9243243243243247
Vit Krejci,2021-22,0.905,0.085,30,1.182,0.089,0.688,0.065,0.0,0.0,0.785,0.262,0.0,0.0,0.99,0.407,0.388,-0.052,0.396,0.06,0.496,0.033,23.0,1.33,0.692,0.188,7.5,0.75,3.84,2.0817391304347828
Carmelo Anthony,2021-22,0.864,0.035,69,0.746,0.1,1.214,0.022,0.93,0.068,0.848,0.052,1.476,0.033,0.919,0.275,0.359,-0.026,0.378,0.015,0.47,-0.005,26.0,1.14,0.591,0.347,6.2,0.84,3.58,1.5784615384615384
Elfrid Payton,2021-22,0.792,0.118,50,0.571,0.069,0.75,0.059,0.0,0.0,0.958,0.348,0.0,0.0,1.015,0.333,0.434,0.007,0.328,-0.066,0.418,-0.045,11.0,0.9,0.538,0.291,7.5,0.39,4.02,2.9454545454545453
Taurean Prince,2021-22,0.704,0.064,69,0.833,0.1,0.714,0.067,0.833,0.043,0.818,0.21,0.813,0.038,1.06,0.396,0.376,0.024,0.373,0.11,0.44,0.101,17.1,1.23,0.467,0.247,8.6,0.59,3.82,2.589473684210526
Gordon Hayward,2021-22,0.679,0.068,49,0.643,0.102,0.773,0.053,0.842,0.046,1.072,0.201,0.833,0.029,1.067,0.437,0.381,0.032,0.359,-0.03,0.444,-0.018,31.9,1.33,0.439,0.257,7.9,1.1,3.78,1.5009404388714735
Tre Jones,2021-22,0.655,0.066,69,1.154,0.059,1.043,0.053,0.864,0.05,0.875,0.42,1.214,0.032,1.101,0.295,0.365,-0.005,0.38,0.004,0.469,0.023,16.6,1.2,0.552,0.142,9.1,0.63,4.16,2.602409638554217
Jaxson Hayes,2021-22,1.25,0.025,70,0.848,0.124,0.75,0.031,1.038,0.041,0.939,0.052,0.806,0.057,0.914,0.238,0.359,-0.029,0.342,-0.046,0.428,-0.03,20.0,1.14,0.469,0.399,6.0,0.69,3.88,2.0519999999999996
Kelan Martin,2021-22,1.25,0.096,27,1.188,0.096,0.615,0.078,0.455,0.066,0.643,0.251,0.0,0.0,0.571,0.335,0.314,-0.127,0.367,0.144,0.479,0.08,15.0,0.9,0.5,0.309,6.1,0.54,4.03,2.16
Chris Boucher,2021-22,1.111,0.034,80,0.878,0.092,0.0,0.0,1.0,0.069,0.59,0.073,1.143,0.026,1.004,0.443,0.361,-0.042,0.42,-0.039,0.49,-0.042,21.1,1.2,0.375,0.431,4.6,0.75,4.01,2.0473933649289098
Rudy Gay,2021-22,0.8,0.066,55,1.262,0.111,1.0,0.053,0.87,0.061,1.054,0.147,1.333,0.032,0.932,0.308,0.375,0.028,0.328,-0.044,0.449,-0.055,18.9,1.18,0.36,0.351,5.7,0.63,3.77,2.2476190476190476
Buddy Hield,2021-22,0.769,0.075,26,0.545,0.063,1.0,0.078,1.333,0.078,0.807,0.254,0.0,0.0,0.979,0.403,0.316,0.024,0.436,0.024,0.539,0.035,30.8,1.72,0.4,0.2,8.1,1.11,3.99,2.0103896103896104
Buddy Hield,2021-22,1.135,0.1,55,0.9,0.096,1.0,0.054,1.286,0.04,0.891,0.283,1.333,0.023,1.029,0.331,0.316,0.024,0.436,0.024,0.539,0.035,30.8,1.72,0.4,0.2,8.1,1.11,3.99,2.0103896103896104
Keita Bates-Diop,2021-22,0.769,0.076,59,0.98,0.15,0.409,0.065,1.0,0.041,0.821,0.247,1.0,0.032,1.087,0.306,0.378,-0.025,0.388,-0.038,0.478,-0.017,16.2,0.93,0.6,0.29,6.1,0.6,4.02,2.066666666666667
Alex Caruso,2021-22,0.69,0.062,41,0.75,0.085,0.889,0.077,1.0,0.07,0.948,0.366,1.1,0.021,0.961,0.27,0.395,-0.057,0.314,0.057,0.397,0.027,28.0,3.37,0.741,0.264,8.8,1.0,3.94,4.332857142857143
Stephen Curry,2021-22,0.513,0.065,64,1.255,0.085,0.941,0.057,0.848,0.055,0.667,0.201,1.133,0.025,0.821,0.394,0.414,-0.044,0.344,-0.019,0.445,-0.029,34.5,2.19,0.471,0.176,7.7,1.1,3.5,2.285217391304348
Ty Jerome,2021-22,1.05,0.082,49,0.529,0.07,1.0,0.045,0.533,0.061,0.615,0.213,0.0,0.0,1.028,0.443,0.39,-0.001,0.325,0.04,0.434,0.001,16.7,1.29,0.364,0.256,9.3,0.54,3.63,2.7808383233532936
Derrick White,2021-22,1.0,0.083,26,1.286,0.111,1.692,0.051,1.048,0.083,0.766,0.304,0.0,0.0,1.106,0.261,0.322,0.029,0.396,-0.07,0.513,-0.062,29.3,1.59,0.524,0.261,9.2,0.97,3.69,1.9535836177474404
Derrick White,2021-22,1.289,0.073,49,0.488,0.069,0.857,0.068,0.727,0.053,0.921,0.41,1.083,0.019,1.124,0.273,0.322,0.029,0.396,-0.07,0.513,-0.062,29.3,1.59,0.524,0.261,9.2,0.97,3.69,1.9535836177474404
Dean Wade,2021-22,0.913,0.069,51,0.897,0.117,0.92,0.075,0.762,0.063,0.657,0.21,1.0,0.03,1.041,0.294,0.318,0.051,0.414,-0.095,0.524,-0.087,19.2,1.18,0.571,0.273,6.2,0.68,4.11,2.2125
Danilo Gallinari,2021-22,0.84,0.051,66,0.783,0.168,1.471,0.034,0.824,0.034,0.844,0.065,0.929,0.057,1.074,0.383,0.393,-0.004,0.38,0.036,0.455,0.046,25.3,0.92,0.5,0.227,6.4,0.76,3.52,1.309090909090909
Jordan Nwora,2021-22,0.724,0.078,62,1.118,0.092,0.633,0.081,0.0,0.0,0.925,0.181,1.0,0.032,1.037,0.443,0.45,0.003,0.349,0.024,0.444,0.03,19.1,0.82,0.385,0.172,7.1,0.7,4.0,1.545549738219895
Caleb Martin,2021-22,0.7,0.053,60,0.907,0.075,0.667,0.053,0.654,0.046,0.798,0.294,0.769,0.023,0.948,0.408,0.427,-0.09,0.34,-0.027,0.43,-0.022,22.9,1.85,0.45,0.265,7.5,0.89,4.32,2.9082969432314414
Nickeil Alexander-Walker,2021-22,0.583,0.085,50,0.774,0.073,0.657,0.083,1.462,0.031,0.907,0.356,1.25,0.028,1.125,0.302,0.385,0.0,0.357,0.069,0.456,0.027,22.6,1.66,0.516,0.246,6.9,0.79,3.95,2.6442477876106194
Nickeil Alexander-Walker,2021-22,0.0,0.0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.778,0.295,0.0,0.0,1.2,0.328,0.385,0.0,0.357,0.069,0.456,0.027,22.6,1.66,0.516,0.246,6.9,0.79,3.95,2.6442477876106194
Al Horford,2021-22,1.222,0.018,70,0.723,0.18,1.0,0.012,0.88,0.051,0.966,0.029,0.911,0.057,1.044,0.183,0.303,-0.013,0.321,-0.084,0.42,-0.094,29.1,0.96,0.523,0.397,6.3,0.93,3.67,1.1876288659793812
Rodney McGruder,2021-22,1.1,0.09,51,0.929,0.063,0.9,0.09,0.824,0.077,0.632,0.258,0.0,0.0,1.141,0.321,0.353,-0.061,0.412,-0.045,0.533,-0.043,14.8,1.0,0.789,0.309,8.3,0.55,4.12,2.432432432432432
Damian Lillard,2021-22,0.917,0.069,29,1.211,0.055,1.118,0.049,1.125,0.069,0.833,0.311,0.0,0.0,1.139,0.352,0.415,-0.003,0.327,0.039,0.412,0.014,36.4,1.41,0.438,0.167,9.2,1.12,3.46,1.3945054945054944
Wayne Ellington,2021-22,0.88,0.097,43,1.4,0.058,0.571,0.054,0.0,0.0,0.776,0.26,2.1,0.039,0.842,0.391,0.434,-0.029,0.326,0.018,0.434,-0.012,18.8,1.07,0.5,0.208,9.1,0.67,3.97,2.048936170212766
Trey Murphy III,2021-22,0.815,0.113,62,0.381,0.088,0.824,0.071,0.0,0.0,0.769,0.218,0.0,0.0,1.233,0.378,0.403,0.008,0.358,0.009,0.434,-0.005,13.9,0.61,0.368,0.313,7.8,0.51,4.16,1.5798561151079136
CJ McCollum,2021-22,0.71,0.116,26,0.471,0.064,1.118,0.064,0.889,0.067,0.984,0.236,0.0,0.0,1.18,0.375,0.415,0.045,0.316,0.013,0.411,0.01,34.6,1.55,0.434,0.156,10.4,1.14,3.71,1.6127167630057804
CJ McCollum,2021-22,0.725,0.087,36,0.563,0.07,1.292,0.052,0.667,0.039,0.868,0.231,1.053,0.041,1.159,0.438,0.415,0.045,0.316,0.013,0.411,0.01,34.6,1.55,0.434,0.156,10.4,1.14,3.71,1.6127167630057804
Bones Hyland,2021-22,0.579,0.085,69,1.296,0.06,0.917,0.054,1.176,0.038,0.736,0.246,1.333,0.027,0.918,0.435,0.42,-0.027,0.372,0.007,0.446,0.032,19.0,1.17,0.69,0.112,7.7,0.63,3.82,2.2168421052631575
Klay Thompson,2021-22,1.095,0.072,32,1.05,0.068,1.19,0.072,0.619,0.072,0.914,0.318,0.0,0.0,1.012,0.284,0.303,-0.041,0.378,-0.062,0.48,-0.057,29.4,1.25,0.583,0.232,7.7,1.01,3.77,1.530612244897959
Josh Richardson,2021-22,1.095,0.057,44,0.971,0.096,0.875,0.044,1.0,0.055,0.764,0.383,0.0,0.0,1.083,0.295,0.367,0.008,0.394,0.0,0.481,0.008,24.6,1.65,0.633,0.219,9.0,0.85,3.84,2.414634146341463
Josh Richardson,2021-22,1.045,0.133,21,0.0,0.0,0.688,0.097,0.0,0.0,0.947,0.345,0.0,0.0,1.051,0.236,0.367,0.008,0.394,0.0,0.481,0.008,24.6,1.65,0.633,0.219,9.0,0.85,3.84,2.414634146341463
Kemba Walker,2021-22,1.0,0.063,37,1.091,0.03,0.667,0.033,0.0,0.0,0.864,0.386,1.063,0.044,1.065,0.38,0.435,0.023,0.343,0.048,0.405,0.047,25.6,1.16,0.542,0.162,10.0,0.82,3.75,1.6312499999999996
Evan Mobley,2021-22,0.958,0.027,69,0.753,0.086,0.963,0.03,0.873,0.07,1.074,0.06,1.154,0.058,1.061,0.326,0.285,0.051,0.469,-0.107,0.563,-0.09,33.8,1.55,0.484,0.389,5.3,1.13,3.85,1.6508875739644973
Ben McLemore,2021-22,0.742,0.088,64,1.08,0.071,0.806,0.088,0.923,0.037,1.062,0.185,0.0,0.0,1.122,0.467,0.48,0.035,0.35,0.105,0.419,0.096,20.1,1.03,0.5,0.291,8.2,0.72,4.02,1.844776119402985
Ignas Brazdeikis,2021-22,1.714,0.089,42,0.818,0.07,0.0,0.0,1.364,0.07,1.122,0.259,0.0,0.0,1.193,0.361,0.456,0.101,0.308,-0.105,0.385,-0.098,12.8,0.31,0.417,0.319,7.1,0.45,3.99,0.871875
