PLAYER_NAME,Season,DEF Handoff PPP,DEF Handoff FREQ,GP,DEF Isolation PPP,DEF Isolation FREQ,DEF OffScreen PPP,DEF OffScreen FREQ,DEF Postup PPP,DEF Postup FREQ,DEF PRBallHandler PPP,DEF PRBallHandler FREQ,DEF PRRollman PPP,DEF PRRollman FREQ,DEF Spotup PPP,DEF Spotup FREQ,FREQ 3 Pointers,PLUSMINUS 3 Pointers,FREQ Less Than 6Ft,PLUSMINUS Less Than 6Ft,FREQ Less Than 10Ft,PLUSMINUS Less Than 10Ft,MIN,DEFLECTIONS,PCT_LOOSE_BALLS_RECOVERED_DEF,REB_CONTEST_PCT,AVG_REB_DIST,DIST_MILES_DEF,AVG_SPEED_DEF,DEFLECTIONS Per36
Steven Adams,2018-19,1.364,0.008,79,0.682,0.117,0.875,0.012,0.845,0.063,0.538,0.01,1.0,0.079,0.974,0.143,0.251,-0.016,0.431,-0.042,0.531,-0.028,33.4,2.24,0.466,0.513,5.3,1.23,3.88,2.4143712574850302
Furkan Korkmaz,2018-19,1.071,0.059,48,0.786,0.117,1.25,0.067,1.722,0.075,0.922,0.38,0.0,0.0,0.964,0.234,0.378,0.077,0.333,-0.033,0.446,-0.037,14.2,0.9,0.714,0.15,7.6,0.52,4.09,2.2816901408450705
Sam Dekker,2018-19,0.938,0.074,38,0.943,0.162,0.0,0.0,1.059,0.079,0.556,0.12,1.071,0.065,1.0,0.31,0.376,-0.005,0.414,0.049,0.486,0.039,16.8,0.96,0.696,0.287,6.5,0.62,4.14,2.057142857142857
Sam Dekker,2018-19,0.0,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,1.091,0.17,0.0,0.0,0.824,0.262,0.376,-0.005,0.414,0.049,0.486,0.039,16.8,0.96,0.696,0.287,6.5,0.62,4.14,2.057142857142857
Derrick Favors,2018-19,0.882,0.018,76,0.822,0.096,0.724,0.031,0.938,0.068,0.774,0.03,0.988,0.089,0.803,0.151,0.26,-0.058,0.424,-0.103,0.53,-0.071,23.2,1.07,0.426,0.489,4.6,0.82,3.97,1.660344827586207
Kadeem Allen,2018-19,0.833,0.123,19,0.8,0.103,0.0,0.0,0.0,0.0,0.922,0.44,0.0,0.0,1.423,0.178,0.381,0.057,0.36,-0.002,0.396,0.018,21.9,1.53,0.529,0.275,7.9,0.75,3.84,2.515068493150685
Grayson Allen,2018-19,0.75,0.132,38,1.357,0.092,1.0,0.092,0.0,0.0,0.855,0.41,0.0,0.0,1.333,0.158,0.354,0.012,0.372,0.031,0.463,0.036,11.0,0.24,0.375,0.174,11.6,0.38,3.87,0.7854545454545454
Landry Shamet,2018-19,0.714,0.092,25,1.188,0.07,0.87,0.101,1.278,0.079,0.785,0.35,0.0,0.0,1.054,0.246,0.306,-0.051,0.351,0.055,0.463,0.069,22.8,0.76,0.649,0.144,10.4,0.84,4.07,1.2
Landry Shamet,2018-19,0.867,0.112,54,0.65,0.1,1.429,0.052,1.049,0.102,0.941,0.42,0.0,0.0,1.0,0.162,0.306,-0.051,0.351,0.055,0.463,0.069,22.8,0.76,0.649,0.144,10.4,0.84,4.07,1.2
Paul Millsap,2018-19,0.625,0.034,70,0.653,0.14,0.891,0.066,0.959,0.07,1.035,0.08,1.267,0.064,1.007,0.387,0.366,-0.03,0.391,0.037,0.465,0.041,27.1,2.11,0.522,0.384,5.8,0.9,3.83,2.8029520295202945
James Johnson,2018-19,0.577,0.066,56,0.738,0.107,0.958,0.061,0.913,0.059,0.905,0.16,1.053,0.049,1.14,0.33,0.457,0.021,0.275,-0.052,0.385,-0.084,21.2,1.6,0.528,0.273,6.6,0.69,3.72,2.716981132075472
Jarrett Allen,2018-19,1.333,0.009,80,0.738,0.066,0.857,0.011,1.045,0.103,1.308,0.01,1.111,0.042,0.994,0.137,0.179,0.015,0.435,-0.054,0.519,-0.03,26.2,0.98,0.4,0.393,4.7,0.87,3.75,1.3465648854961834
Robin Lopez,2018-19,1.143,0.014,74,1.186,0.043,0.9,0.01,0.932,0.059,0.909,0.01,0.983,0.06,0.975,0.157,0.233,-0.026,0.356,-0.067,0.44,-0.052,21.7,0.34,0.259,0.589,4.9,0.71,3.79,0.5640552995391706
Courtney Lee,2018-19,1.143,0.182,22,0.0,0.0,1.091,0.143,0.0,0.0,0.421,0.25,0.0,0.0,1.125,0.208,0.354,-0.031,0.377,-0.029,0.492,-0.025,12.6,0.97,0.706,0.204,9.3,0.45,3.99,2.7714285714285714
Courtney Lee,2018-19,0.0,0.0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.941,0.31,0.0,0.0,0.696,0.426,0.354,-0.031,0.377,-0.029,0.492,-0.025,12.6,0.97,0.706,0.204,9.3,0.45,3.99,2.7714285714285714
Jonah Bolden,2018-19,1.0,0.058,44,0.892,0.134,0.0,0.0,0.857,0.126,1.0,0.07,0.538,0.047,1.053,0.137,0.303,-0.079,0.428,-0.053,0.512,-0.066,14.5,0.89,0.632,0.45,6.1,0.52,4.05,2.209655172413793
Wayne Ellington,2018-19,0.941,0.102,25,0.7,0.06,1.158,0.114,0.0,0.0,0.904,0.31,0.0,0.0,1.191,0.281,0.34,-0.026,0.361,-0.037,0.475,-0.021,24.5,1.3,0.714,0.131,11.0,0.81,3.85,1.9102040816326533
Wayne Ellington,2018-19,0.643,0.113,28,0.824,0.069,0.848,0.134,0.5,0.113,0.842,0.31,0.0,0.0,1.041,0.198,0.34,-0.026,0.361,-0.037,0.475,-0.021,24.5,1.3,0.714,0.131,11.0,0.81,3.85,1.9102040816326533
Troy Daniels,2018-19,0.941,0.07,51,0.923,0.054,0.808,0.107,1.0,0.091,0.852,0.33,0.0,0.0,1.041,0.302,0.369,0.011,0.361,0.018,0.477,0.014,14.9,0.65,0.727,0.192,7.4,0.53,3.91,1.570469798657718
Frank Mason III,2018-19,0.889,0.114,38,0.0,0.0,0.0,0.0,1.1,0.063,0.819,0.46,0.0,0.0,0.676,0.234,0.374,-0.088,0.348,0.026,0.419,0.042,11.5,0.61,0.625,0.163,9.3,0.4,3.83,1.9095652173913045
Blake Griffin,2018-19,0.615,0.031,75,0.838,0.082,0.711,0.054,0.732,0.067,0.807,0.07,0.88,0.06,1.02,0.357,0.422,0.016,0.303,-0.01,0.381,-0.012,35.0,1.36,0.436,0.368,5.7,0.99,3.42,1.398857142857143
Zach Collins,2018-19,1.7,0.015,77,0.956,0.068,0.0,0.0,0.929,0.064,0.706,0.03,1.0,0.073,1.137,0.211,0.26,0.035,0.411,-0.079,0.495,-0.054,17.6,0.6,0.279,0.522,5.1,0.58,3.91,1.227272727272727
Devonte' Graham,2018-19,1.308,0.053,47,1.269,0.106,1.308,0.053,0.842,0.077,0.753,0.35,0.0,0.0,1.307,0.305,0.36,0.066,0.387,0.064,0.462,0.071,14.7,1.02,0.621,0.27,8.6,0.52,3.88,2.497959183673469
Aaron Holiday,2018-19,1.063,0.068,50,0.778,0.076,0.909,0.047,0.0,0.0,0.688,0.46,0.0,0.0,0.866,0.284,0.341,-0.068,0.355,0.001,0.445,-0.01,12.9,0.66,0.529,0.104,9.5,0.49,4.12,1.841860465116279
Marvin Bagley III,2018-19,1.0,0.027,62,1.068,0.12,1.032,0.05,1.022,0.073,0.794,0.05,1.1,0.065,1.09,0.252,0.408,-0.003,0.398,0.004,0.456,0.02,25.3,0.81,0.431,0.431,4.9,0.94,4.11,1.1525691699604743
Omri Casspi,2018-19,1.0,0.107,36,0.526,0.119,1.154,0.082,0.0,0.0,0.833,0.15,0.0,0.0,0.889,0.396,0.397,-0.03,0.379,-0.112,0.448,-0.109,14.5,0.94,0.467,0.278,5.6,0.49,4.03,2.3337931034482757
Taj Gibson,2018-19,0.944,0.03,71,1.111,0.089,1.242,0.055,0.808,0.086,0.929,0.05,0.786,0.046,1.127,0.339,0.364,0.038,0.406,0.027,0.474,0.034,24.1,1.16,0.417,0.437,5.7,0.85,3.97,1.7327800829875517
Kenrich Williams,2018-19,0.85,0.054,46,0.884,0.116,0.864,0.119,0.977,0.119,0.795,0.24,0.0,0.0,1.12,0.292,0.309,0.029,0.446,0.047,0.547,0.053,23.5,1.74,0.587,0.32,7.1,0.87,4.19,2.665531914893617
Stanley Johnson,2018-19,0.739,0.074,48,0.842,0.061,0.391,0.074,0.938,0.052,0.772,0.33,0.6,0.032,1.089,0.256,0.31,-0.047,0.379,0.032,0.471,0.03,18.3,1.45,0.667,0.244,7.5,0.63,3.98,2.8524590163934422
Stanley Johnson,2018-19,0.0,0.0,18,0.0,0.0,0.0,0.0,0.0,0.0,1.094,0.42,0.0,0.0,0.692,0.171,0.31,-0.047,0.379,0.032,0.471,0.03,18.3,1.45,0.667,0.244,7.5,0.63,3.98,2.8524590163934422
Shaun Livingston,2018-19,0.63,0.083,64,1.345,0.089,0.8,0.061,1.286,0.064,0.813,0.33,0.0,0.0,0.861,0.33,0.375,-0.039,0.366,-0.006,0.468,-0.016,15.1,0.67,0.593,0.316,8.8,0.53,3.85,1.5973509933774834
CJ Miles,2018-19,1.286,0.11,40,0.0,0.0,1.333,0.118,0.4,0.079,0.846,0.2,0.0,0.0,1.225,0.315,0.359,-0.017,0.327,-0.071,0.417,-0.114,16.2,0.87,0.538,0.274,9.3,0.53,3.73,1.9333333333333333
CJ Miles,2018-19,0.0,0.0,13,0.0,0.0,0.0,0.0,0.0,0.0,1.067,0.17,0.0,0.0,0.697,0.384,0.359,-0.017,0.327,-0.071,0.417,-0.114,16.2,0.87,0.538,0.274,9.3,0.53,3.73,1.9333333333333333
Avery Bradley,2018-19,1.059,0.108,14,0.0,0.0,0.727,0.07,1.2,0.064,0.736,0.46,0.0,0.0,1.032,0.197,0.311,0.052,0.372,0.042,0.469,0.021,30.2,1.62,0.508,0.211,9.8,1.13,4.23,1.9311258278145698
Avery Bradley,2018-19,1.0,0.13,49,0.871,0.057,0.857,0.115,0.842,0.104,0.889,0.43,0.0,0.0,1.116,0.126,0.311,0.052,0.372,0.042,0.469,0.021,30.2,1.62,0.508,0.211,9.8,1.13,4.23,1.9311258278145698
Mario Hezonja,2018-19,0.857,0.05,58,1.146,0.097,1.0,0.083,1.074,0.128,0.973,0.18,1.0,0.024,1.077,0.34,0.361,0.058,0.398,-0.001,0.487,-0.003,20.8,1.69,0.486,0.21,6.3,0.72,3.93,2.925
Robert Covington,2018-19,0.818,0.111,13,0.882,0.085,1.25,0.08,0.455,0.055,0.831,0.42,0.0,0.0,1.111,0.226,0.371,0.031,0.384,-0.034,0.464,-0.05,34.4,3.66,0.6,0.269,7.0,1.2,3.91,3.8302325581395356
Robert Covington,2018-19,1.0,0.115,22,0.867,0.057,1.115,0.099,0.0,0.0,0.894,0.36,0.0,0.0,1.04,0.286,0.371,0.031,0.384,-0.034,0.464,-0.05,34.4,3.66,0.6,0.269,7.0,1.2,3.91,3.8302325581395356
LeBron James,2018-19,0.581,0.064,55,0.75,0.116,0.68,0.052,0.828,0.06,0.64,0.18,0.75,0.025,0.989,0.383,0.419,0.0,0.359,-0.029,0.425,-0.032,35.2,1.78,0.56,0.271,6.9,1.09,3.35,1.8204545454545453
Omari Spellman,2018-19,1.583,0.037,45,0.78,0.126,0.692,0.04,0.2,0.031,0.952,0.06,1.304,0.071,1.0,0.27,0.485,-0.059,0.263,-0.12,0.333,-0.095,17.5,0.67,0.556,0.464,5.1,0.64,4.04,1.3782857142857146
Rudy Gobert,2018-19,1.462,0.008,81,0.65,0.062,0.923,0.016,0.891,0.08,0.727,0.01,0.915,0.095,0.949,0.108,0.183,-0.009,0.412,-0.094,0.51,-0.074,31.8,1.57,0.424,0.388,4.2,1.09,3.85,1.7773584905660378
Jaren Jackson Jr.,2018-19,1.462,0.024,58,0.592,0.089,1.12,0.045,0.845,0.105,0.357,0.05,0.945,0.1,1.169,0.313,0.316,0.032,0.465,-0.097,0.551,-0.071,26.1,1.34,0.493,0.515,6.1,0.9,4.04,1.8482758620689657
Mike Scott,2018-19,1.188,0.074,27,0.806,0.143,1.154,0.06,0.875,0.111,0.769,0.18,0.0,0.0,1.033,0.138,0.321,-0.028,0.346,0.003,0.459,-0.001,17.7,0.59,0.55,0.264,6.8,0.63,3.96,1.2
Mike Scott,2018-19,0.0,0.0,52,1.167,0.14,0.467,0.07,0.6,0.117,1.08,0.12,0.0,0.0,0.836,0.257,0.321,-0.028,0.346,0.003,0.459,-0.001,17.7,0.59,0.55,0.264,6.8,0.63,3.96,1.2
Isaiah Briscoe,2018-19,1.188,0.072,39,1.045,0.099,0.0,0.0,0.0,0.0,0.833,0.48,1.3,0.045,0.957,0.211,0.404,-0.055,0.308,0.012,0.384,0.028,14.3,0.64,0.6,0.149,8.6,0.51,3.99,1.611188811188811
Trey Burke,2018-19,1.056,0.12,25,0.0,0.0,0.846,0.087,0.0,0.0,0.966,0.39,0.0,0.0,0.854,0.273,0.39,-0.047,0.354,-0.005,0.431,0.007,19.4,0.93,0.575,0.202,10.5,0.71,4.09,1.7257731958762887
Trey Burke,2018-19,0.88,0.108,33,0.783,0.099,0.706,0.073,0.917,0.052,0.663,0.38,0.0,0.0,1.096,0.224,0.39,-0.047,0.354,-0.005,0.431,0.007,19.4,0.93,0.575,0.202,10.5,0.71,4.09,1.7257731958762887
Jerryd Bayless,2018-19,1.056,0.074,34,0.5,0.066,1.235,0.07,0.0,0.0,0.839,0.46,0.0,0.0,1.292,0.266,0.442,0.055,0.35,0.074,0.433,0.064,19.3,0.94,0.706,0.145,11.2,0.61,3.63,1.7533678756476683
Wayne Selden,2018-19,1.056,0.128,32,0.0,0.0,0.692,0.092,0.0,0.0,0.978,0.33,0.0,0.0,0.651,0.305,0.413,0.002,0.317,0.009,0.406,0.0,19.2,0.67,0.6,0.267,9.0,0.62,3.73,1.25625
Wayne Selden,2018-19,1.35,0.06,43,1.0,0.051,0.971,0.102,1.0,0.105,0.955,0.27,0.0,0.0,0.981,0.308,0.413,0.002,0.317,0.009,0.406,0.0,19.2,0.67,0.6,0.267,9.0,0.62,3.73,1.25625
Anthony Tolliver,2018-19,1.056,0.056,65,0.766,0.147,0.947,0.059,1.0,0.044,0.828,0.09,0.75,0.038,1.092,0.372,0.351,0.047,0.377,-0.013,0.466,-0.002,16.6,0.43,0.696,0.226,7.1,0.56,3.82,0.9325301204819276
Tobias Harris,2018-19,0.905,0.074,27,1.0,0.102,0.524,0.074,0.448,0.102,0.886,0.25,0.5,0.035,1.233,0.256,0.343,0.023,0.373,0.0,0.481,-0.01,34.7,1.06,0.494,0.231,5.8,1.17,3.81,1.0997118155619596
Tobias Harris,2018-19,0.951,0.07,55,0.841,0.107,1.12,0.085,0.845,0.121,0.948,0.26,1.308,0.022,1.219,0.257,0.343,0.023,0.373,0.0,0.481,-0.01,34.7,1.06,0.494,0.231,5.8,1.17,3.81,1.0997118155619596
Alex Abrines,2018-19,0.864,0.116,31,0.952,0.111,0.895,0.1,1.182,0.058,0.587,0.24,0.0,0.0,1.23,0.321,0.358,-0.029,0.325,0.049,0.458,0.026,19.0,0.94,0.706,0.146,10.8,0.72,4.04,1.7810526315789474
Danilo Gallinari,2018-19,0.826,0.033,68,0.845,0.185,1.172,0.042,1.032,0.133,0.859,0.11,1.091,0.047,0.891,0.264,0.294,0.035,0.428,0.003,0.519,0.009,30.3,1.38,0.472,0.223,5.8,0.97,3.62,1.6396039603960395
Austin Rivers,2018-19,0.704,0.116,29,1.111,0.077,1.05,0.086,1.222,0.077,0.6,0.36,0.0,0.0,0.912,0.245,0.3,-0.017,0.403,0.058,0.509,0.022,26.7,1.24,0.74,0.241,8.1,0.92,3.89,1.6719101123595508
Austin Rivers,2018-19,1.086,0.072,47,0.818,0.113,1.275,0.082,0.744,0.089,0.829,0.37,0.4,0.021,0.908,0.202,0.3,-0.017,0.403,0.058,0.509,0.022,26.7,1.24,0.74,0.241,8.1,0.92,3.89,1.6719101123595508
Goran Dragic,2018-19,0.613,0.103,37,0.667,0.05,1.6,0.033,0.0,0.0,0.726,0.41,0.545,0.037,1.22,0.303,0.347,0.037,0.371,-0.022,0.439,-0.014,27.5,1.33,0.55,0.144,9.7,0.94,3.82,1.7410909090909092
Troy Williams,2018-19,1.538,0.108,21,0.0,0.0,0.571,0.117,0.0,0.0,0.786,0.35,0.0,0.0,1.381,0.175,0.44,0.057,0.349,0.025,0.394,0.025,14.9,0.95,0.643,0.339,6.3,0.57,4.06,2.2953020134228184
Justin Jackson,2018-19,1.538,0.071,29,0.944,0.098,0.778,0.098,0.909,0.12,0.868,0.29,0.0,0.0,1.135,0.284,0.383,-0.032,0.371,0.04,0.459,0.037,19.9,0.38,0.673,0.278,8.5,0.71,3.96,0.6874371859296483
Justin Jackson,2018-19,1.026,0.101,52,0.674,0.119,0.867,0.117,1.259,0.07,0.812,0.3,0.0,0.0,1.0,0.225,0.383,-0.032,0.371,0.04,0.459,0.037,19.9,0.38,0.673,0.278,8.5,0.71,3.96,0.6874371859296483
Glenn Robinson III,2018-19,1.176,0.097,47,0.75,0.091,0.692,0.074,0.385,0.074,0.717,0.3,0.0,0.0,1.049,0.233,0.3,-0.061,0.399,0.053,0.498,0.051,13.0,0.6,0.571,0.268,7.3,0.48,4.3,1.6615384615384614
Harrison Barnes,2018-19,0.769,0.096,28,1.267,0.111,1.167,0.089,0.824,0.063,0.937,0.29,0.0,0.0,1.131,0.225,0.395,-0.005,0.347,0.031,0.42,0.023,32.9,1.27,0.543,0.26,7.0,1.15,3.95,1.3896656534954408
Harrison Barnes,2018-19,0.773,0.093,49,0.684,0.081,0.865,0.11,0.731,0.11,0.786,0.21,1.0,0.034,1.112,0.285,0.395,-0.005,0.347,0.031,0.42,0.023,32.9,1.27,0.543,0.26,7.0,1.15,3.95,1.3896656534954408
Otto Porter Jr.,2018-19,1.75,0.081,15,0.0,0.0,1.263,0.128,0.0,0.0,0.921,0.26,0.0,0.0,1.136,0.297,0.354,0.011,0.451,0.001,0.519,0.017,30.1,2.57,0.613,0.277,6.3,1.09,4.02,3.0737541528239203
Otto Porter Jr.,2018-19,0.88,0.074,41,0.552,0.086,0.727,0.065,1.3,0.059,0.831,0.18,0.0,0.0,1.097,0.398,0.354,0.011,0.451,0.001,0.519,0.017,30.1,2.57,0.613,0.277,6.3,1.09,4.02,3.0737541528239203
Alec Burks,2018-19,1.4,0.19,17,0.0,0.0,0.0,0.0,0.0,0.0,0.609,0.29,0.0,0.0,0.933,0.19,0.333,-0.029,0.441,0.038,0.522,0.043,21.5,1.17,0.613,0.255,5.6,0.74,4.05,1.9590697674418602
Alec Burks,2018-19,0.829,0.121,34,0.737,0.056,0.839,0.091,1.25,0.047,0.963,0.4,0.0,0.0,1.09,0.23,0.333,-0.029,0.441,0.038,0.522,0.043,21.5,1.17,0.613,0.255,5.6,0.74,4.05,1.9590697674418602
Alec Burks,2018-19,0.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.439,0.0,0.0,1.417,0.293,0.333,-0.029,0.441,0.038,0.522,0.043,21.5,1.17,0.613,0.255,5.6,0.74,4.05,1.9590697674418602
T.J. Warren,2018-19,0.955,0.061,43,0.933,0.083,1.048,0.058,0.744,0.108,0.843,0.19,0.0,0.0,1.211,0.301,0.337,0.102,0.432,0.042,0.511,0.046,31.6,2.14,0.591,0.322,7.8,1.09,3.91,2.437974683544304
Gerald Green,2018-19,0.84,0.061,73,0.551,0.119,1.0,0.09,1.206,0.082,0.923,0.16,1.833,0.029,0.994,0.378,0.384,-0.004,0.39,0.036,0.479,0.033,20.2,0.73,0.738,0.148,8.6,0.71,3.98,1.3009900990099008
Danuel House Jr.,2018-19,0.84,0.083,39,1.0,0.116,0.783,0.076,0.944,0.12,0.833,0.1,0.583,0.04,1.144,0.392,0.351,0.013,0.403,0.036,0.499,0.04,25.1,0.95,0.655,0.229,8.2,0.9,4.0,1.3625498007968124
Dion Waiters,2018-19,0.724,0.089,44,1.0,0.058,0.938,0.098,0.818,0.034,0.887,0.24,0.0,0.0,1.187,0.41,0.46,0.006,0.302,-0.001,0.369,-0.01,25.9,0.98,0.568,0.164,10.0,0.78,3.51,1.3621621621621622
Frank Ntilikina,2018-19,0.724,0.088,43,0.559,0.103,0.909,0.067,1.077,0.04,0.83,0.45,0.0,0.0,1.137,0.222,0.301,0.002,0.405,0.002,0.503,-0.006,21.0,1.14,0.667,0.119,11.6,0.75,3.94,1.9542857142857142
Pascal Siakam,2018-19,0.656,0.033,80,0.796,0.1,0.951,0.062,0.737,0.078,0.779,0.17,0.68,0.026,0.86,0.394,0.378,-0.048,0.378,-0.046,0.459,-0.057,31.8,1.64,0.559,0.313,6.0,1.14,3.96,1.8566037735849055
Timothe Luwawu-Cabarrot,2018-19,1.222,0.114,29,0.0,0.0,1.462,0.082,0.0,0.0,0.926,0.34,0.0,0.0,0.885,0.329,0.386,0.087,0.347,-0.048,0.431,-0.023,13.4,0.44,0.579,0.299,6.9,0.5,4.18,1.182089552238806
Nemanja Bjelica,2018-19,1.158,0.026,77,0.983,0.162,0.903,0.042,1.0,0.099,1.027,0.05,0.953,0.058,0.851,0.356,0.371,-0.04,0.39,-0.029,0.479,-0.016,23.2,1.62,0.442,0.432,5.2,0.83,3.87,2.513793103448276
Solomon Hill,2018-19,1.1,0.065,44,0.8,0.098,0.75,0.117,1.0,0.065,0.831,0.23,0.0,0.0,0.79,0.342,0.394,-0.062,0.359,-0.024,0.424,-0.027,20.0,0.98,0.6,0.316,7.2,0.71,3.91,1.764
Matthew Dellavedova,2018-19,0.957,0.085,36,0.952,0.077,0.647,0.063,1.2,0.055,0.842,0.44,0.0,0.0,1.099,0.261,0.303,-0.065,0.399,0.051,0.494,0.052,16.9,0.65,0.65,0.143,8.9,0.56,3.72,1.3846153846153846
Rondae Hollis-Jefferson,2018-19,1.353,0.037,59,0.771,0.103,0.917,0.052,1.093,0.116,0.857,0.21,0.833,0.039,1.011,0.203,0.288,0.022,0.448,-0.016,0.527,0.006,20.9,1.32,0.51,0.352,5.9,0.73,3.93,2.2736842105263158
Dwayne Bacon,2018-19,1.278,0.074,43,1.133,0.123,0.9,0.082,0.696,0.095,0.955,0.27,0.0,0.0,1.194,0.296,0.391,-0.002,0.338,0.046,0.44,0.024,17.6,0.42,0.522,0.292,7.6,0.6,3.79,0.859090909090909
Dante Cunningham,2018-19,1.278,0.058,64,1.212,0.105,1.478,0.073,1.294,0.054,0.967,0.29,0.0,0.0,1.22,0.291,0.418,0.1,0.355,0.006,0.409,0.019,14.5,0.61,0.543,0.287,6.6,0.53,4.26,1.5144827586206897
Donte DiVincenzo,2018-19,1.15,0.13,28,0.85,0.13,0.824,0.11,0.0,0.0,0.851,0.31,0.0,0.0,0.611,0.234,0.373,-0.054,0.24,-0.026,0.28,-0.048,15.2,0.81,0.6,0.292,7.7,0.57,4.07,1.9184210526315792
Trevor Ariza,2018-19,1.095,0.082,26,0.929,0.055,0.76,0.098,1.368,0.075,0.939,0.32,0.0,0.0,0.875,0.251,0.353,0.036,0.439,0.071,0.515,0.072,34.0,2.43,0.548,0.253,6.9,1.15,3.81,2.5729411764705885
Trevor Ariza,2018-19,1.1,0.074,43,1.172,0.072,1.2,0.111,1.368,0.094,0.745,0.25,0.9,0.025,1.217,0.297,0.353,0.036,0.439,0.071,0.515,0.072,34.0,2.43,0.548,0.253,6.9,1.15,3.81,2.5729411764705885
Draymond Green,2018-19,0.742,0.038,66,0.809,0.114,0.667,0.044,0.721,0.074,0.914,0.13,0.914,0.043,1.044,0.333,0.389,-0.018,0.359,-0.019,0.441,-0.035,31.3,3.21,0.699,0.356,5.4,1.01,3.46,3.6920127795527153
Brandon Sampson,2018-19,1.263,0.268,14,0.0,0.0,0.0,0.0,0.0,0.0,1.333,0.21,0.0,0.0,1.059,0.239,0.371,0.029,0.323,-0.118,0.452,-0.03,15.3,0.57,0.4,0.125,9.2,0.57,4.14,1.341176470588235
Dante Exum,2018-19,1.043,0.082,42,0.771,0.125,0.684,0.068,0.636,0.039,0.746,0.47,0.0,0.0,0.881,0.151,0.367,0.023,0.288,-0.048,0.383,-0.058,15.8,0.52,0.5,0.212,9.4,0.6,4.19,1.1848101265822786
Yogi Ferrell,2018-19,0.75,0.085,71,1.0,0.048,0.889,0.072,0.964,0.075,0.867,0.48,0.0,0.0,1.0,0.189,0.401,0.023,0.362,0.058,0.42,0.069,15.0,0.77,0.548,0.11,10.3,0.54,3.95,1.848
Elie Okobo,2018-19,0.6,0.109,53,0.96,0.068,1.077,0.071,0.696,0.063,0.871,0.47,0.0,0.0,1.042,0.193,0.291,0.028,0.399,0.032,0.49,0.02,18.1,1.0,0.697,0.143,10.3,0.67,4.15,1.9889502762430937
Maxi Kleber,2018-19,1.136,0.038,71,0.908,0.209,0.5,0.049,0.913,0.12,1.061,0.09,1.105,0.033,0.897,0.255,0.304,-0.031,0.436,-0.094,0.524,-0.07,21.2,0.75,0.525,0.432,6.2,0.7,3.77,1.2735849056603774
Keita Bates-Diop,2018-19,1.136,0.121,32,1.5,0.099,0.8,0.082,0.571,0.077,1.16,0.27,0.0,0.0,0.673,0.269,0.343,-0.025,0.405,-0.092,0.467,-0.079,16.8,1.07,0.636,0.277,7.0,0.61,4.07,2.2928571428571427
James Ennis III,2018-19,1.0,0.09,40,0.813,0.115,0.692,0.094,1.031,0.115,1.107,0.2,0.0,0.0,0.902,0.331,0.27,-0.001,0.468,0.024,0.587,0.035,21.2,1.52,0.587,0.286,6.4,0.78,4.07,2.581132075471698
James Ennis III,2018-19,0.0,0.0,18,1.5,0.11,0.0,0.0,1.364,0.101,0.732,0.38,0.0,0.0,0.9,0.183,0.27,-0.001,0.468,0.024,0.587,0.035,21.2,1.52,0.587,0.286,6.4,0.78,4.07,2.581132075471698
Shelvin Mack,2018-19,0.658,0.086,53,0.75,0.082,1.089,0.102,0.818,0.025,0.85,0.3,0.0,0.0,1.113,0.342,0.391,0.03,0.326,0.033,0.414,0.029,21.9,1.04,0.611,0.173,11.1,0.76,4.08,1.7095890410958905
Rodions Kurucs,2018-19,0.641,0.092,63,0.927,0.096,0.783,0.054,1.067,0.071,1.133,0.23,1.429,0.033,0.835,0.299,0.333,-0.047,0.426,-0.105,0.513,-0.089,20.5,1.7,0.585,0.321,6.4,0.76,4.17,2.9853658536585366
Gary Clark,2018-19,1.444,0.087,51,0.903,0.149,0.0,0.0,1.032,0.149,0.696,0.22,0.0,0.0,0.545,0.264,0.245,-0.057,0.563,0.06,0.629,0.074,12.6,0.73,0.63,0.319,7.4,0.44,3.94,2.085714285714286
Jeff Teague,2018-19,0.839,0.073,42,0.815,0.064,1.6,0.083,0.72,0.059,0.801,0.42,0.3,0.024,0.908,0.257,0.412,0.019,0.341,0.1,0.412,0.085,30.1,2.21,0.667,0.123,10.6,0.9,3.39,2.643189368770764
Brandon Knight,2018-19,0.813,0.161,27,0.6,0.05,0.8,0.126,1.15,0.101,1.016,0.32,0.0,0.0,1.132,0.191,0.378,-0.016,0.349,0.143,0.43,0.157,18.9,0.95,0.471,0.254,8.0,0.62,3.98,1.8095238095238098
DeMarre Carroll,2018-19,0.684,0.078,67,0.828,0.06,0.5,0.078,0.829,0.072,0.955,0.23,0.0,0.0,1.089,0.37,0.35,-0.011,0.386,-0.041,0.486,-0.041,25.4,1.07,0.46,0.218,6.9,0.83,3.67,1.5165354330708662
Cameron Payne,2018-19,1.286,0.121,31,1.4,0.057,0.571,0.08,1.0,0.109,0.893,0.32,0.0,0.0,1.152,0.264,0.383,0.114,0.357,0.104,0.43,0.106,17.8,1.73,0.519,0.069,9.8,0.63,3.93,3.498876404494382
Cameron Payne,2018-19,0.0,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,1.385,0.25,0.0,0.0,0.941,0.333,0.383,0.114,0.357,0.104,0.43,0.106,17.8,1.73,0.519,0.069,9.8,0.63,3.93,3.498876404494382
