PLAYER_NAME,GP_x,G_x,FREQ 3 Pointers,FG3M,FG3A,FG3_PCT,NS_FG3_PCT,PLUSMINUS 3 Pointers,Season,GP_y,G_y,FREQ Less Than 6Ft,FGM_LT_06,FGA_LT_06,LT_06_PCT,NS_LT_06_PCT,PLUSMINUS Less Than 6Ft,GP,G,FREQ Less Than 10Ft,FGM_LT_10,FGA_LT_10,LT_10_PCT,NS_LT_10_PCT,PLUSMINUS Less Than 10Ft
Patty Mills,65,61,0.444,1.12,3.18,0.353,0.366,-0.013,2019-20,65,61,0.305,1.17,2.18,0.535,0.6,-0.065,65,62,0.384,1.4,2.75,0.508,0.553,-0.045
Kelly Olynyk,65,58,0.367,1.18,3.17,0.374,0.354,0.02,2019-20,65,60,0.377,2.09,3.26,0.642,0.621,0.021,65,62,0.484,2.51,4.18,0.599,0.576,0.024
Bol Bol,6,5,0.396,1.33,3.17,0.421,0.357,0.064,2019-20,6,5,0.375,1.67,3.0,0.556,0.627,-0.071,6,6,0.417,2.0,3.33,0.6,0.574,0.026
Eric Gordon,36,32,0.38,0.81,3.17,0.254,0.363,-0.108,2019-20,36,34,0.337,1.72,2.81,0.614,0.619,-0.005,36,36,0.45,1.92,3.75,0.511,0.572,-0.061
Timothe Luwawu-Cabarrot,45,40,0.424,0.98,3.16,0.31,0.353,-0.043,2019-20,45,38,0.275,1.27,2.04,0.62,0.599,0.021,45,43,0.367,1.69,2.73,0.618,0.56,0.057
Gordon Hayward,52,48,0.365,1.13,3.15,0.36,0.365,-0.006,2019-20,52,52,0.416,2.1,3.6,0.583,0.61,-0.027,52,52,0.503,2.33,4.35,0.535,0.567,-0.032
Dario Saric,65,58,0.282,1.15,3.14,0.368,0.362,0.005,2019-20,65,63,0.421,2.57,4.69,0.548,0.622,-0.074,65,65,0.521,3.0,5.8,0.517,0.576,-0.059
Mikal Bridges,72,68,0.3,1.03,3.14,0.327,0.36,-0.033,2019-20,72,70,0.467,2.99,4.89,0.611,0.617,-0.006,72,71,0.552,3.39,5.78,0.587,0.574,0.013
Avery Bradley,49,46,0.387,0.67,3.12,0.216,0.36,-0.144,2019-20,49,44,0.354,1.57,2.86,0.55,0.598,-0.048,49,46,0.433,1.94,3.49,0.556,0.556,0.0
Cedi Osman,65,59,0.314,0.97,3.11,0.312,0.362,-0.05,2019-20,65,64,0.415,2.77,4.11,0.674,0.605,0.069,65,65,0.495,2.97,4.89,0.607,0.56,0.047
Nicolas Batum,21,20,0.351,1.24,3.1,0.4,0.359,0.041,2019-20,21,20,0.443,2.14,3.9,0.549,0.606,-0.057,21,20,0.497,2.29,4.38,0.522,0.572,-0.051
Tony Snell,58,53,0.31,0.98,3.1,0.317,0.357,-0.041,2019-20,58,57,0.44,2.83,4.4,0.643,0.615,0.028,58,57,0.51,3.12,5.1,0.611,0.568,0.043
Jonas Valanciunas,70,62,0.196,1.19,3.09,0.384,0.355,0.029,2019-20,70,70,0.357,3.13,5.63,0.556,0.628,-0.072,70,70,0.461,3.8,7.27,0.523,0.587,-0.065
Jeff Teague,59,56,0.376,1.17,3.08,0.379,0.367,0.012,2019-20,59,54,0.384,2.07,3.15,0.656,0.602,0.054,59,58,0.469,2.29,3.85,0.595,0.555,0.039
Bobby Portis,66,59,0.337,1.18,3.08,0.384,0.358,0.027,2019-20,66,63,0.333,1.88,3.05,0.617,0.616,0.001,66,65,0.439,2.24,4.02,0.558,0.578,-0.02
Patrick McCaw,36,36,0.36,1.08,3.08,0.351,0.359,-0.008,2019-20,36,36,0.435,2.06,3.72,0.552,0.587,-0.035,36,36,0.5,2.28,4.28,0.532,0.55,-0.017
Jarrett Allen,70,65,0.187,1.11,3.07,0.363,0.359,0.004,2019-20,70,68,0.397,3.43,6.51,0.526,0.618,-0.092,70,69,0.497,4.06,8.14,0.498,0.577,-0.079
Jordan McRae,37,34,0.417,0.73,3.05,0.239,0.36,-0.121,2019-20,37,33,0.391,1.76,2.86,0.613,0.613,0.001,37,34,0.469,2.03,3.43,0.591,0.566,0.024
Tomas Satoransky,65,59,0.326,1.02,3.05,0.333,0.368,-0.035,2019-20,65,64,0.431,2.69,4.03,0.668,0.61,0.058,65,64,0.512,3.0,4.78,0.627,0.565,0.062
Willie Cauley-Stein,54,47,0.277,1.2,3.04,0.396,0.362,0.034,2019-20,54,50,0.454,2.69,4.98,0.539,0.639,-0.1,54,51,0.541,2.98,5.94,0.502,0.598,-0.096
Langston Galloway,65,64,0.358,1.15,3.03,0.381,0.368,0.013,2019-20,65,60,0.345,1.89,2.92,0.647,0.602,0.045,65,61,0.439,2.2,3.72,0.591,0.554,0.036
Isaac Bonga,64,60,0.377,1.06,3.03,0.351,0.361,-0.011,2019-20,64,60,0.387,1.84,3.11,0.593,0.611,-0.018,64,63,0.479,2.19,3.84,0.569,0.563,0.006
Stephen Curry,5,5,0.357,1.4,3.0,0.467,0.375,0.091,2019-20,5,5,0.476,2.6,4.0,0.65,0.642,0.008,5,5,0.524,2.8,4.4,0.636,0.596,0.04
Eric Mika,1,1,0.375,2.0,3.0,0.667,0.346,0.32,2019-20,1,1,0.25,2.0,2.0,1.0,0.666,0.334,1,1,0.375,2.0,3.0,0.667,0.594,0.072
Richaun Holmes,44,41,0.214,0.82,3.0,0.273,0.353,-0.08,2019-20,44,44,0.473,4.02,6.64,0.606,0.626,-0.02,44,44,0.571,4.48,8.0,0.56,0.587,-0.028
Tyler Johnson,37,35,0.453,1.11,3.0,0.369,0.361,0.009,2019-20,37,31,0.331,1.35,2.19,0.617,0.597,0.02,37,34,0.433,1.54,2.86,0.538,0.554,-0.016
Kyle Anderson,67,60,0.386,0.85,3.0,0.284,0.355,-0.071,2019-20,67,61,0.349,1.43,2.72,0.527,0.616,-0.089,67,64,0.441,1.57,3.43,0.457,0.572,-0.116
Keldon Johnson,15,14,0.378,1.07,3.0,0.356,0.352,0.004,2019-20,15,14,0.429,2.27,3.4,0.667,0.579,0.087,15,14,0.496,2.6,3.93,0.661,0.546,0.115
JaMychal Green,63,59,0.375,0.87,2.98,0.293,0.355,-0.063,2019-20,63,60,0.424,1.97,3.38,0.582,0.617,-0.035,63,61,0.484,2.16,3.86,0.56,0.577,-0.018
Kyle Kuzma,61,58,0.317,1.03,2.97,0.348,0.357,-0.009,2019-20,61,59,0.384,2.08,3.59,0.58,0.608,-0.028,61,60,0.497,2.51,4.66,0.539,0.57,-0.031
Omari Spellman,48,45,0.346,1.1,2.94,0.376,0.352,0.023,2019-20,48,45,0.407,1.9,3.46,0.548,0.622,-0.074,48,48,0.473,2.08,4.02,0.518,0.579,-0.061
Caleb Martin,16,14,0.392,1.13,2.94,0.383,0.342,0.041,2019-20,16,15,0.417,1.56,3.13,0.5,0.612,-0.112,16,15,0.475,1.75,3.56,0.491,0.57,-0.079
Trey Lyles,61,59,0.362,1.05,2.93,0.358,0.359,-0.001,2019-20,61,54,0.395,2.02,3.2,0.631,0.618,0.012,61,59,0.474,2.33,3.84,0.607,0.579,0.028
Donte DiVincenzo,65,61,0.366,1.14,2.91,0.392,0.352,0.039,2019-20,65,62,0.393,1.62,3.12,0.517,0.594,-0.077,65,63,0.475,1.89,3.77,0.502,0.554,-0.052
Aron Baynes,41,37,0.228,1.22,2.9,0.42,0.361,0.059,2019-20,41,39,0.388,3.0,4.95,0.606,0.632,-0.026,41,40,0.507,3.73,6.46,0.577,0.588,-0.011
Naz Reid,28,24,0.248,0.82,2.89,0.284,0.356,-0.073,2019-20,28,24,0.445,3.14,5.18,0.607,0.617,-0.01,28,25,0.528,3.57,6.14,0.581,0.576,0.005
Coby White,65,61,0.357,1.12,2.89,0.388,0.354,0.034,2019-20,65,61,0.47,2.51,3.8,0.66,0.602,0.058,65,61,0.532,2.82,4.31,0.654,0.56,0.094
Ivica Zubac,72,65,0.225,1.17,2.88,0.406,0.361,0.045,2019-20,72,72,0.377,2.33,4.81,0.486,0.633,-0.147,72,72,0.49,2.82,6.25,0.451,0.593,-0.142
Alex Caruso,64,58,0.34,1.0,2.86,0.35,0.355,-0.006,2019-20,64,60,0.367,1.91,3.09,0.616,0.602,0.015,64,60,0.484,2.28,4.08,0.559,0.556,0.003
Terence Davis,69,60,0.434,0.93,2.84,0.327,0.356,-0.029,2019-20,69,61,0.347,1.26,2.28,0.554,0.61,-0.056,69,64,0.436,1.51,2.86,0.528,0.564,-0.036
Marquese Chriss,59,53,0.278,1.27,2.83,0.449,0.363,0.086,2019-20,59,59,0.413,2.41,4.2,0.573,0.629,-0.057,59,59,0.498,2.66,5.07,0.525,0.586,-0.061
Jalen McDaniels,16,15,0.385,0.94,2.81,0.333,0.367,-0.033,2019-20,16,15,0.427,2.13,3.13,0.68,0.613,0.067,16,15,0.521,2.5,3.81,0.656,0.568,0.087
Solomon Hill,58,54,0.419,1.19,2.81,0.423,0.366,0.057,2019-20,58,51,0.365,1.52,2.45,0.62,0.607,0.012,58,54,0.434,1.67,2.91,0.574,0.567,0.007
Torrey Craig,56,50,0.376,1.05,2.79,0.378,0.362,0.016,2019-20,56,48,0.398,1.82,2.95,0.618,0.63,-0.012,56,49,0.47,2.04,3.48,0.585,0.586,-0.001
Larry Nance Jr.,56,53,0.317,0.93,2.79,0.333,0.358,-0.025,2019-20,56,56,0.457,2.54,4.02,0.631,0.624,0.007,56,56,0.541,2.82,4.75,0.594,0.581,0.013
Jeff Green,48,41,0.315,0.94,2.79,0.336,0.354,-0.018,2019-20,48,48,0.354,1.9,3.15,0.603,0.626,-0.023,48,48,0.453,2.27,4.02,0.565,0.583,-0.018
Chandler Hutchison,27,25,0.352,0.74,2.78,0.267,0.356,-0.09,2019-20,27,27,0.441,2.52,3.48,0.723,0.62,0.103,27,27,0.526,2.89,4.15,0.696,0.585,0.112
Doug McDermott,69,64,0.375,1.0,2.78,0.359,0.357,0.003,2019-20,69,66,0.398,1.81,2.96,0.613,0.601,0.012,69,68,0.504,2.13,3.74,0.57,0.556,0.014
Thomas Bryant,46,41,0.215,1.33,2.78,0.477,0.349,0.127,2019-20,46,46,0.455,3.63,5.89,0.616,0.61,0.006,46,46,0.544,4.07,7.04,0.577,0.57,0.007
Gary Trent Jr.,59,52,0.403,1.14,2.78,0.409,0.363,0.045,2019-20,59,50,0.373,1.49,2.58,0.579,0.599,-0.02,59,52,0.435,1.63,3.0,0.542,0.563,-0.02
Austin Rivers,66,62,0.333,0.94,2.77,0.339,0.361,-0.022,2019-20,66,64,0.416,2.17,3.47,0.624,0.609,0.016,66,64,0.515,2.56,4.29,0.597,0.566,0.031
Grant Williams,68,61,0.351,0.81,2.76,0.293,0.36,-0.067,2019-20,68,59,0.383,1.85,3.01,0.615,0.6,0.014,68,61,0.471,2.12,3.71,0.571,0.564,0.007
Marvin Williams,57,53,0.366,0.86,2.75,0.312,0.343,-0.031,2019-20,57,52,0.408,1.7,3.07,0.554,0.61,-0.056,57,54,0.494,2.04,3.72,0.547,0.572,-0.025
Mario Hezonja,52,47,0.39,0.96,2.75,0.35,0.358,-0.008,2019-20,52,44,0.368,1.44,2.6,0.556,0.629,-0.073,52,48,0.474,1.83,3.35,0.546,0.579,-0.033
Juan Toscano-Anderson,12,10,0.33,0.83,2.75,0.303,0.364,-0.061,2019-20,12,12,0.47,2.08,3.92,0.532,0.635,-0.103,12,12,0.57,2.25,4.75,0.474,0.587,-0.113
Grayson Allen,37,34,0.385,1.03,2.73,0.376,0.367,0.009,2019-20,37,35,0.385,1.78,2.73,0.653,0.604,0.049,37,36,0.45,1.95,3.19,0.61,0.561,0.05
Gorgui Dieng,62,60,0.25,0.82,2.73,0.302,0.344,-0.042,2019-20,62,59,0.382,2.31,4.16,0.554,0.624,-0.07,62,62,0.48,2.73,5.23,0.522,0.583,-0.062
Brad Wanamaker,69,61,0.397,0.94,2.72,0.346,0.357,-0.011,2019-20,69,61,0.357,1.57,2.45,0.639,0.605,0.034,69,63,0.45,1.9,3.09,0.615,0.568,0.047
JJ Redick,60,57,0.385,1.22,2.72,0.448,0.347,0.101,2019-20,60,56,0.402,1.87,2.83,0.659,0.613,0.045,60,59,0.482,2.1,3.4,0.618,0.574,0.044
Malik Monk,54,53,0.387,0.98,2.72,0.361,0.362,-0.002,2019-20,54,50,0.416,1.78,2.93,0.608,0.607,0.001,54,51,0.474,1.96,3.33,0.589,0.566,0.023
Ben McLemore,71,64,0.338,0.89,2.72,0.326,0.365,-0.038,2019-20,71,67,0.443,2.42,3.56,0.68,0.603,0.077,71,69,0.539,2.73,4.34,0.63,0.561,0.068
Chris Boucher,58,52,0.344,0.9,2.71,0.331,0.349,-0.017,2019-20,58,54,0.431,1.67,3.4,0.492,0.609,-0.116,58,54,0.523,1.93,4.12,0.469,0.572,-0.104
Gary Payton II,25,20,0.374,1.04,2.68,0.388,0.367,0.021,2019-20,25,20,0.43,2.12,3.08,0.688,0.606,0.082,25,21,0.508,2.32,3.64,0.637,0.554,0.083
De'Anthony Melton,60,52,0.343,1.23,2.68,0.46,0.375,0.085,2019-20,60,56,0.456,2.23,3.57,0.626,0.613,0.013,60,58,0.529,2.38,4.13,0.577,0.569,0.007
Jordan Clarkson,71,64,0.349,0.97,2.68,0.363,0.364,-0.001,2019-20,71,68,0.368,1.72,2.82,0.61,0.604,0.006,71,70,0.45,1.92,3.45,0.555,0.562,-0.007
Chris Chiozza,27,23,0.436,0.74,2.67,0.278,0.339,-0.061,2019-20,27,22,0.321,1.26,1.96,0.642,0.575,0.066,27,24,0.436,1.67,2.67,0.625,0.537,0.088
Mason Plumlee,61,55,0.261,1.18,2.67,0.442,0.348,0.093,2019-20,61,59,0.427,2.43,4.38,0.554,0.622,-0.068,61,60,0.517,2.87,5.3,0.542,0.581,-0.039
Jalen Lecque,3,3,0.667,0.33,2.67,0.125,0.356,-0.231,2019-20,3,2,0.167,0.33,0.67,0.5,0.366,0.135,3,2,0.25,0.67,1.0,0.667,0.489,0.178
Zach Norvell Jr.,3,2,0.533,1.33,2.67,0.5,0.353,0.147,2019-20,3,3,0.333,1.67,1.67,1.0,0.624,0.376,3,3,0.333,1.67,1.67,1.0,0.569,0.431
Matisse Thybulle,64,57,0.356,0.73,2.66,0.276,0.362,-0.086,2019-20,64,60,0.367,1.61,2.73,0.589,0.596,-0.008,64,60,0.434,1.8,3.23,0.556,0.555,0.001
Ian Mahinmi,38,35,0.247,1.13,2.66,0.426,0.353,0.072,2019-20,38,37,0.513,3.05,5.53,0.552,0.616,-0.063,38,38,0.579,3.39,6.24,0.544,0.576,-0.031
Dwayne Bacon,36,32,0.431,0.75,2.61,0.287,0.357,-0.07,2019-20,36,31,0.427,1.53,2.58,0.591,0.622,-0.03,36,31,0.459,1.58,2.78,0.57,0.584,-0.014
Wes Iwundu,51,45,0.364,0.84,2.59,0.326,0.362,-0.036,2019-20,51,45,0.402,1.63,2.86,0.568,0.609,-0.041,51,46,0.466,1.76,3.31,0.533,0.566,-0.034
Jarrett Culver,63,57,0.333,0.89,2.59,0.344,0.357,-0.013,2019-20,63,57,0.424,1.97,3.3,0.596,0.61,-0.014,63,59,0.518,2.22,4.03,0.551,0.567,-0.016
Skal Labissiere,33,29,0.235,0.91,2.58,0.353,0.343,0.01,2019-20,33,32,0.488,2.64,5.33,0.494,0.62,-0.126,33,33,0.587,3.18,6.42,0.495,0.584,-0.089
Nicolo Melli,57,49,0.309,1.02,2.58,0.395,0.36,0.035,2019-20,57,54,0.471,2.32,3.93,0.589,0.624,-0.035,57,56,0.576,2.67,4.81,0.555,0.582,-0.028
Tyus Jones,65,63,0.412,0.92,2.57,0.359,0.356,0.003,2019-20,65,56,0.328,1.26,2.05,0.617,0.588,0.028,65,59,0.43,1.45,2.68,0.54,0.549,-0.009
Ersan Ilyasova,62,56,0.397,0.82,2.56,0.321,0.346,-0.026,2019-20,62,51,0.369,1.19,2.39,0.5,0.602,-0.102,62,54,0.439,1.42,2.84,0.5,0.566,-0.066
Frank Kaminsky,38,38,0.255,0.95,2.55,0.371,0.36,0.012,2019-20,38,38,0.468,3.03,4.68,0.646,0.627,0.019,38,38,0.55,3.42,5.5,0.622,0.589,0.033
Marc Gasol,44,40,0.185,0.86,2.55,0.339,0.36,-0.02,2019-20,44,44,0.44,3.36,6.05,0.556,0.622,-0.065,44,44,0.534,4.11,7.34,0.56,0.582,-0.022
Kevin Knox II,65,56,0.415,1.02,2.54,0.4,0.363,0.037,2019-20,65,55,0.344,1.31,2.11,0.62,0.607,0.013,65,58,0.44,1.49,2.69,0.554,0.566,-0.012
Rodney Hood,21,17,0.283,0.71,2.52,0.283,0.352,-0.069,2019-20,21,20,0.417,2.29,3.71,0.615,0.621,-0.005,21,20,0.524,2.71,4.67,0.582,0.577,0.004
Taj Gibson,61,55,0.338,0.85,2.52,0.338,0.361,-0.023,2019-20,61,53,0.364,1.64,2.72,0.602,0.615,-0.013,61,55,0.467,1.93,3.49,0.554,0.58,-0.026
Cameron Johnson,56,50,0.346,1.05,2.52,0.418,0.351,0.067,2019-20,56,54,0.434,2.04,3.16,0.644,0.615,0.029,56,54,0.517,2.21,3.77,0.588,0.57,0.018
Jerome Robinson,56,51,0.368,0.89,2.52,0.355,0.366,-0.012,2019-20,56,48,0.371,1.55,2.54,0.613,0.599,0.014,56,49,0.46,1.84,3.14,0.585,0.554,0.032
Jaxson Hayes,63,55,0.282,0.86,2.51,0.342,0.354,-0.013,2019-20,63,55,0.426,2.3,3.79,0.607,0.627,-0.021,63,57,0.51,2.63,4.54,0.58,0.585,-0.004
Dennis Smith Jr.,34,29,0.381,0.85,2.5,0.341,0.354,-0.013,2019-20,34,28,0.327,1.53,2.15,0.712,0.61,0.102,34,29,0.462,1.88,3.03,0.621,0.57,0.052
Josh Jackson,20,20,0.355,1.05,2.5,0.42,0.356,0.064,2019-20,20,18,0.411,2.0,2.9,0.69,0.604,0.086,20,18,0.475,2.1,3.35,0.627,0.559,0.068
Jeremy Pargo,2,2,0.455,1.0,2.5,0.4,0.345,0.055,2019-20,2,2,0.182,1.0,1.0,1.0,0.527,0.473,2,2,0.364,2.0,2.0,1.0,0.492,0.508
Isaiah Hartenstein,21,15,0.281,0.95,2.48,0.385,0.348,0.037,2019-20,21,18,0.405,2.29,3.57,0.64,0.604,0.036,21,20,0.524,2.62,4.62,0.567,0.558,0.009
Damyean Dotson,46,40,0.42,0.91,2.46,0.372,0.352,0.02,2019-20,46,34,0.323,1.22,1.89,0.644,0.617,0.026,46,38,0.401,1.41,2.35,0.602,0.577,0.025
Damian Jones,54,49,0.274,1.22,2.46,0.496,0.359,0.137,2019-20,54,47,0.412,2.24,3.7,0.605,0.612,-0.007,54,50,0.518,2.72,4.65,0.586,0.572,0.014
Jakob Poeltl,65,59,0.224,0.94,2.46,0.381,0.365,0.016,2019-20,65,65,0.48,2.77,5.26,0.526,0.624,-0.098,65,65,0.571,3.15,6.26,0.504,0.588,-0.084
Hamidou Diallo,46,38,0.36,0.61,2.46,0.248,0.35,-0.102,2019-20,46,43,0.35,1.41,2.39,0.591,0.615,-0.024,46,43,0.436,1.65,2.98,0.555,0.567,-0.012
Drew Eubanks,20,18,0.329,1.0,2.45,0.408,0.355,0.053,2019-20,20,15,0.409,1.85,3.05,0.607,0.617,-0.01,20,17,0.523,2.4,3.9,0.615,0.58,0.035
Jalen Brunson,55,49,0.357,0.89,2.45,0.363,0.355,0.008,2019-20,55,46,0.365,1.56,2.51,0.623,0.594,0.029,55,49,0.434,1.82,2.98,0.61,0.55,0.06
Cody Zeller,57,54,0.199,0.86,2.44,0.353,0.363,-0.01,2019-20,57,57,0.499,3.68,6.12,0.602,0.629,-0.027,57,57,0.584,4.16,7.18,0.579,0.589,-0.009
Frank Ntilikina,56,49,0.337,1.04,2.43,0.426,0.366,0.06,2019-20,56,54,0.371,1.8,2.68,0.673,0.604,0.069,56,55,0.468,2.07,3.38,0.614,0.563,0.051
Jake Layman,23,22,0.316,0.87,2.43,0.357,0.357,0.0,2019-20,23,22,0.452,1.96,3.48,0.563,0.595,-0.032,23,23,0.559,2.35,4.3,0.545,0.558,-0.012
Delon Wright,72,63,0.312,0.82,2.42,0.339,0.358,-0.019,2019-20,72,70,0.453,2.11,3.51,0.601,0.605,-0.004,72,71,0.53,2.39,4.11,0.581,0.564,0.017
Denzel Valentine,32,25,0.393,0.97,2.41,0.403,0.346,0.056,2019-20,32,28,0.378,1.38,2.31,0.595,0.611,-0.017,32,30,0.505,1.75,3.09,0.566,0.563,0.003
Reggie Bullock,29,27,0.355,0.93,2.41,0.386,0.373,0.012,2019-20,29,25,0.371,1.76,2.52,0.699,0.622,0.076,29,27,0.452,2.03,3.07,0.663,0.571,0.092
Malik Beasley,54,47,0.356,0.96,2.41,0.4,0.362,0.038,2019-20,54,47,0.395,1.7,2.67,0.639,0.605,0.034,54,52,0.493,2.02,3.33,0.606,0.56,0.046
Jordan Poole,56,50,0.36,0.89,2.39,0.373,0.37,0.003,2019-20,56,51,0.454,1.82,3.02,0.604,0.606,-0.002,56,52,0.522,2.05,3.46,0.593,0.564,0.029
Furkan Korkmaz,71,64,0.333,0.89,2.39,0.371,0.362,0.008,2019-20,71,62,0.397,1.63,2.86,0.571,0.6,-0.029,71,62,0.464,1.8,3.34,0.54,0.556,-0.016
Lonnie Walker IV,56,49,0.395,0.91,2.39,0.381,0.359,0.022,2019-20,56,46,0.369,1.25,2.23,0.56,0.604,-0.044,56,50,0.463,1.46,2.8,0.522,0.568,-0.046
Rajon Rondo,48,45,0.384,0.88,2.38,0.368,0.364,0.004,2019-20,48,44,0.391,1.52,2.42,0.629,0.617,0.012,48,45,0.471,1.77,2.92,0.607,0.571,0.036
Jeremiah Martin,8,6,0.442,1.0,2.38,0.421,0.336,0.085,2019-20,8,6,0.302,1.25,1.63,0.769,0.632,0.138,8,7,0.419,1.5,2.25,0.667,0.588,0.078
Nic Claxton,14,13,0.295,1.0,2.36,0.424,0.354,0.07,2019-20,14,12,0.402,1.57,3.21,0.489,0.618,-0.129,14,12,0.446,1.71,3.57,0.48,0.581,-0.101
Sterling Brown,50,40,0.404,0.9,2.36,0.381,0.34,0.041,2019-20,50,43,0.387,1.14,2.26,0.504,0.598,-0.093,50,44,0.466,1.32,2.72,0.485,0.56,-0.075
Dwight Howard,69,59,0.246,0.77,2.36,0.325,0.352,-0.027,2019-20,69,66,0.37,2.23,3.55,0.629,0.621,0.008,69,68,0.471,2.67,4.52,0.59,0.58,0.01
Abdel Nader,52,45,0.409,0.73,2.35,0.311,0.36,-0.048,2019-20,52,40,0.329,1.06,1.88,0.561,0.6,-0.038,52,45,0.423,1.21,2.42,0.5,0.551,-0.051
James Ennis III,68,59,0.398,0.87,2.34,0.371,0.366,0.005,2019-20,68,57,0.341,1.38,2.0,0.691,0.606,0.086,68,60,0.436,1.6,2.56,0.626,0.56,0.067
Donta Hall,9,7,0.263,0.78,2.33,0.333,0.35,-0.016,2019-20,9,8,0.388,2.0,3.44,0.581,0.614,-0.034,9,9,0.488,2.22,4.33,0.513,0.565,-0.052
Nerlens Noel,61,54,0.22,0.77,2.33,0.331,0.355,-0.024,2019-20,61,61,0.505,3.1,5.34,0.58,0.638,-0.058,61,61,0.585,3.39,6.2,0.548,0.596,-0.048
Semi Ojeleye,67,54,0.436,0.75,2.33,0.321,0.359,-0.039,2019-20,67,54,0.324,1.06,1.73,0.612,0.617,-0.005,67,56,0.425,1.22,2.27,0.539,0.573,-0.034
Adam Mokoka,10,8,0.605,0.7,2.3,0.304,0.357,-0.052,2019-20,10,6,0.237,0.6,0.9,0.667,0.619,0.048,10,7,0.316,0.8,1.2,0.667,0.579,0.088
Frank Mason III,7,5,0.314,0.71,2.29,0.313,0.346,-0.033,2019-20,7,6,0.353,1.14,2.57,0.444,0.577,-0.133,7,7,0.49,1.57,3.57,0.44,0.536,-0.096
Alex Len,55,43,0.214,0.69,2.29,0.302,0.353,-0.051,2019-20,55,54,0.425,2.31,4.55,0.508,0.618,-0.11,55,55,0.502,2.71,5.36,0.505,0.579,-0.074
Bruno Fernando,55,45,0.313,0.76,2.29,0.333,0.352,-0.019,2019-20,55,48,0.38,1.73,2.78,0.621,0.625,-0.004,55,50,0.464,1.96,3.4,0.578,0.586,-0.008
Marco Belinelli,52,47,0.47,0.75,2.29,0.328,0.348,-0.021,2019-20,52,42,0.352,1.17,1.71,0.685,0.608,0.077,52,45,0.419,1.35,2.04,0.66,0.568,0.093
Michael Porter Jr.,54,46,0.346,0.98,2.28,0.431,0.355,0.076,2019-20,54,46,0.473,1.94,3.11,0.625,0.621,0.004,54,50,0.552,2.11,3.63,0.582,0.578,0.003
Shake Milton,36,28,0.364,0.75,2.28,0.329,0.362,-0.032,2019-20,36,32,0.369,1.53,2.31,0.663,0.602,0.061,36,34,0.453,1.61,2.83,0.569,0.557,0.011
Robin Lopez,65,54,0.214,0.91,2.28,0.399,0.323,0.076,2019-20,65,62,0.373,1.72,3.97,0.434,0.61,-0.175,65,62,0.458,2.15,4.88,0.442,0.571,-0.129
Dewayne Dedmon,43,34,0.25,0.91,2.28,0.398,0.361,0.037,2019-20,43,42,0.413,2.02,3.77,0.537,0.623,-0.085,43,42,0.52,2.44,4.74,0.515,0.586,-0.072
Patrick Patterson,54,47,0.405,0.74,2.26,0.328,0.345,-0.017,2019-20,54,41,0.329,1.15,1.83,0.626,0.622,0.004,54,46,0.415,1.35,2.31,0.584,0.575,0.009
Zylan Cheatham,4,4,0.429,0.75,2.25,0.333,0.343,-0.009,2019-20,4,3,0.286,0.75,1.5,0.5,0.646,-0.146,4,3,0.381,1.0,2.0,0.5,0.614,-0.114
Khem Birch,47,39,0.259,0.79,2.23,0.352,0.362,-0.009,2019-20,47,39,0.374,2.04,3.23,0.632,0.625,0.006,47,44,0.498,2.47,4.3,0.574,0.58,-0.006
John Henson,40,36,0.257,0.83,2.23,0.371,0.367,0.004,2019-20,40,39,0.436,2.05,3.78,0.543,0.616,-0.073,40,39,0.497,2.28,4.3,0.529,0.576,-0.047
Bismack Biyombo,51,45,0.226,0.8,2.22,0.363,0.353,0.01,2019-20,51,51,0.472,2.61,4.63,0.564,0.618,-0.055,51,51,0.574,3.02,5.63,0.537,0.582,-0.046
Quinn Cook,38,33,0.422,0.84,2.21,0.381,0.359,0.022,2019-20,38,24,0.372,1.24,1.95,0.635,0.589,0.047,38,25,0.422,1.39,2.21,0.631,0.549,0.082
Anzejs Pasecniks,25,22,0.214,0.88,2.2,0.4,0.358,0.042,2019-20,25,23,0.428,2.48,4.4,0.564,0.604,-0.04,25,24,0.556,3.08,5.72,0.538,0.566,-0.027
Trey Burke,31,28,0.456,1.03,2.19,0.471,0.38,0.091,2019-20,31,25,0.302,0.9,1.45,0.622,0.601,0.021,31,25,0.362,1.0,1.74,0.574,0.553,0.021
Wayne Ellington,34,26,0.43,0.79,2.18,0.365,0.369,-0.004,2019-20,34,25,0.279,0.91,1.41,0.646,0.597,0.049,34,33,0.424,1.15,2.15,0.534,0.558,-0.023
Tim Frazier,24,17,0.391,1.0,2.17,0.462,0.358,0.104,2019-20,24,18,0.346,1.25,1.92,0.652,0.583,0.069,24,19,0.481,1.54,2.67,0.578,0.544,0.034
Chris Clemons,29,25,0.492,0.48,2.17,0.222,0.36,-0.137,2019-20,29,19,0.281,0.86,1.24,0.694,0.58,0.114,29,21,0.406,1.14,1.79,0.635,0.546,0.089
Moritz Wagner,45,39,0.222,0.89,2.16,0.412,0.355,0.057,2019-20,45,44,0.422,2.44,4.09,0.598,0.618,-0.02,45,45,0.509,2.76,4.93,0.559,0.581,-0.022
Evan Turner,19,16,0.363,0.47,2.16,0.22,0.355,-0.135,2019-20,19,18,0.398,1.37,2.37,0.578,0.576,0.001,19,19,0.487,1.53,2.89,0.527,0.542,-0.015
